index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition,halide_result,halide_time
167,( / ( + ( % ( + v0 ( min ( * v1 256 ) ( - v2 256 ) ) ) 4 ) 230 ) 4 ),"(/ (+ (""%"" (+ v0 (min (* v1 256) (- v2 256))) 4) 230) 4)",true,"(/ (+ (""%"" (+ v0 (min (* v1 256) (- v2 256))) 4) 230) 4)",-1,115,90885,4817,5.005843257000001,Time Limit : 5.001510525,,( / ( + ( % ( + ( min ( * v1 256 ) ( - v2 256 ) ) v0 ) 4 ) 230 ) 4 ),17.0
168,( - ( + v0 v1 ) 64 ),(+ v0 (+ v1 -64)),true,(+ v0 (+ v1 -64)),-1,5,18,0,0.000229999,Saturation,,( - ( + v0 v1 ) 64 ),21.0
169,( + 7 ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) ),(+ 7 (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (- (/ (+ (+ v0 v1) 30) 32) (/ v1 32)) 8) 256))) 32)),true,(+ 7 (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (- (/ (+ (+ v0 v1) 30) 32) (/ v1 32)) 8) 256))) 32)),-1,84,123112,8521,5.0098721390000005,Time Limit : 5.004125489,,( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ),10.0
170,( max ( / ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 2 ) ( / ( + ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 1 ) 2 ) ),(/ (min (+ (* 8 (/ (+ (max v0 8) -1) 8)) (+ (min v0 8) v1)) (+ v0 v1)) 2),true,(/ (min (+ (* 8 (/ (+ (max v0 8) -1) 8)) (+ (min v0 8) v1)) (+ v0 v1)) 2),-1,47,69946,8889,5.259551889999999,Time Limit : 5.253054049,,( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ),52.0
171,( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) 1 ) 1 ),0,true,0,-1,9,85,60,0.018703693000000007,Saturation,,0,15.0
172,( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),(- (* (- (* (+ v0 v1) 2) v2) (+ v3 1)) v4),true,(- (* (- (* (+ v0 v1) 2) v2) (+ v3 1)) v4),-1,40,5495,1148,0.43875613899999993,Saturation,,( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),24.0
173,( + ( - ( + v0 v1 ) 256 ) 255 ),(+ v0 (+ v1 -1)),true,(+ v0 (+ v1 -1)),-1,6,55,0,0.000401964,Saturation,,( - ( + v0 v1 ) 1 ),4.0
174,( min ( - ( * v0 2 ) 1 ) ( * v0 2 ) ),(+ (+ v0 v0) -1),true,(+ (+ v0 v0) -1),-1,53,30157,9107,6.1189577449999994,Time Limit : 6.116491978,,( - ( * v0 2 ) 1 ),7.0
175,( max v0 ( + ( * v1 2 ) 2 ) ),(max v0 (+ 2 (+ v1 v1))),true,(max v0 (+ 2 (+ v1 v1))),-1,76,139197,40985,5.009120425000001,Time Limit : 5.000208787,,( max ( + ( * v1 2 ) 2 ) v0 ),5.0
176,( min ( - ( / ( + ( min v0 64 ) v1 ) 32 ) 2 ) ( / v1 32 ) ),(+ (/ (+ v1 (min v0 64)) 32) -2),true,(+ (/ (+ v1 (min v0 64)) 32) -2),-1,67,74616,13707,5.004082594,Time Limit : 5.000284747,,( - ( / ( + ( min v0 64 ) v1 ) 32 ) 2 ),9.0
177,( + ( / ( - v0 v1 ) 8 ) 32 ),(+ (/ (- v0 v1) 8) 32),true,(+ (/ (- v0 v1) 8) 32),-1,5,25,0,0.000299439,Saturation,,( + ( / ( - v0 v1 ) 8 ) 32 ),3.0
178,( max ( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ) ( / ( + 7 ( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ) ) 2 ) ),(max (+ 2 (/ (/ (min (+ (+ v0 v1) -6) (+ v1 (+ (min v0 8) (* (/ (+ (- (/ (+ v0 v1) 2) (/ (+ v1 (min v0 8)) 2)) 4) 8) 16)))) 2) 2)) (+ 2 (max (* 2 (min v2 (+ (+ v3 (* 8 (/ (- v2 v3) 8))) 7))) (/ (min (+ (+ v0 v1) -6) (+ (+ (+ v1 (min v0 8)) (* (/ (+ 2 (+ (/ (+ (+ v0 v1) 2) 4) (/ (+ v1 (min v0 8)) -4))) 8) 32)) 12)) 4)))),true,(max (+ 2 (/ (/ (min (+ (+ v0 v1) -6) (+ v1 (+ (min v0 8) (* (/ (+ (- (/ (+ v0 v1) 2) (/ (+ v1 (min v0 8)) 2)) 4) 8) 16)))) 2) 2)) (+ 2 (max (* 2 (min v2 (+ (+ v3 (* 8 (/ (- v2 v3) 8))) 7))) (/ (min (+ (+ v0 v1) -6) (+ (+ (+ v1 (min v0 8)) (* (/ (+ 2 (+ (/ (+ (+ v0 v1) 2) 4) (/ (+ v1 (min v0 8)) -4))) 8) 32)) 12)) 4)))),-1,74,106994,11114,5.010237145999998,Time Limit : 5.005174465,,( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ),124.0
179,( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ),v0,true,v0,-1,64,30291,6209,5.001820162,Time Limit : 5.000318855,,( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ),28.0
180,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ) ( min ( min ( / v1 64 ) ( - ( * ( / v1 128 ) 2 ) 1 ) ) v3 ) ) 1 ),(+ 1 (- (max (/ (+ (+ v0 v1) 62) 64) (max (+ 2 (* (/ (+ (+ v0 v1) 126) 128) 2)) v2)) (min (min (/ v1 64) (+ (* 2 (/ v1 128)) -1)) v3))),true,(+ 1 (- (max (/ (+ (+ v0 v1) 62) 64) (max (+ 2 (* (/ (+ (+ v0 v1) 126) 128) 2)) v2)) (min (min (/ v1 64) (+ (* 2 (/ v1 128)) -1)) v3))),-1,87,84693,8787,5.004646803,Time Limit : 5.000348045,,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ) ( min ( min ( / v1 64 ) ( - ( * ( / v1 128 ) 2 ) 1 ) ) v3 ) ) 1 ),14.0
181,( - ( * v0 2 ) 1 ),(+ (* v0 2) -1),true,(+ (* v0 2) -1),-1,3,9,0,0.000141481,Saturation,,( - ( * v0 2 ) 1 ),3.0
182,( max ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ( + 7 ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) ) ),(max (/ (+ -8 (/ (min (- (+ v0 v1) 50) (+ v1 (* (/ (- (/ (+ (+ v0 v1) 6) 8) (/ v1 8)) 8) 64))) -8)) -2) (/ (+ 14 (min (+ v0 v1) (+ 98 (+ v1 (* (/ (- (/ (+ (+ v0 v1) 14) 16) (/ v1 16)) 8) 128))))) 16)),true,(max (/ (+ -8 (/ (min (- (+ v0 v1) 50) (+ v1 (* (/ (- (/ (+ (+ v0 v1) 6) 8) (/ v1 8)) 8) 64))) -8)) -2) (/ (+ 14 (min (+ v0 v1) (+ 98 (+ v1 (* (/ (- (/ (+ (+ v0 v1) 14) 16) (/ v1 16)) 8) 128))))) 16)),-1,83,102166,10501,5.012067161,Time Limit : 5.007279534,,( + ( max ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( + ( / v1 8 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / v1 8 ) ) 8 ) 8 ) ) ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 3 ) ) 4 ),23.0
183,( min ( + ( / ( - ( + v0 v1 ) 256 ) 4 ) ( * 8 8 ) ) ( / ( + ( - ( + v0 v1 ) 256 ) 230 ) 4 ) ),(/ (+ (+ v0 v1) -26) 4),true,(/ (+ (+ v0 v1) -26) 4),-1,76,58933,10612,5.060997860000001,Time Limit : 5.058127059,,( / ( - ( + v0 v1 ) 26 ) 4 ),28.0
184,( + ( * ( - v0 v1 ) 2 ) 4 ),(+ (* (- v0 v1) 2) 4),true,(+ (* (- v0 v1) 2) 4),-1,10,98,31,0.0016079360000000001,Saturation,,( + ( * ( - v0 v1 ) 2 ) 4 ),2.0
185,( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) v3 ) v4 ),(- (* v3 (- (* (+ v0 v1) 2) v2)) v4),true,(- (* v3 (- (* (+ v0 v1) 2) v2)) v4),-1,26,543,787,0.05088975600000001,Saturation,,( - ( * ( - ( * ( + v1 v0 ) 2 ) v2 ) v3 ) v4 ),8.0
186,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),(+ (max v0 0) (min 2 (- 2 v1))),true,(+ (max v0 0) (min 2 (- 2 v1))),-1,68,118807,24936,5.010837477000001,Time Limit : 5.005131757,,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),19.0
187,( + ( - ( / v0 8 ) v1 ) 1 ),(+ (- (/ v0 8) v1) 1),true,(+ (- (/ v0 8) v1) 1),-1,11,59,3,0.001100895,Saturation,,( + ( - ( / v0 8 ) v1 ) 1 ),3.0
188,( min ( - ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),(+ -1 (+ v0 v0)),true,(+ -1 (+ v0 v0)),-1,50,28410,11921,5.303294003000001,Time Limit : 5.301195905,,( - ( * v0 2 ) 1 ),3.0
189,( / ( / v0 2 ) 4 ),(/ (/ v0 2) 4),true,(/ (/ v0 2) 4),-1,1,5,0,0.000060861,Saturation,,( / v0 8 ),1.0
190,( min ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * 0 8 ) ) ( / ( - ( + v0 v1 ) 98 ) 16 ) ),(/ (min (- (+ (min v0 8) v1) 8) (+ (+ v0 v1) -98)) 16),true,(/ (min (- (+ (min v0 8) v1) 8) (+ (+ v0 v1) -98)) 16),-1,87,118097,15630,5.009521542999999,Time Limit : 5.001282191,,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),17.0
191,( + ( + ( / ( + v0 1 ) 2 ) v1 ) 0 ),(+ (/ (+ 1 v0) 2) v1),true,(+ (/ (+ 1 v0) 2) v1),-1,8,45,8,0.0008064720000000001,Saturation,,( + ( / ( + v0 1 ) 2 ) v1 ),13.0
192,( min ( + 0 ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ) ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 16 ) ),(/ (min (- (+ (min v0 98) v1) 98) (+ v0 (+ v1 -50))) 16),true,(/ (min (- (+ (min v0 98) v1) 98) (+ v0 (+ v1 -50))) 16),-1,106,115590,18842,5.008136454999999,Time Limit : 5.002763234,,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),18.0
193,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * 0 8 ) ) 2 ) ( / ( - ( + v0 v1 ) 26 ) 4 ) ),(/ (min v1 (min (+ (+ v0 v1) -8) (+ (+ v0 v1) -26))) 4),true,(/ (min v1 (min (+ (+ v0 v1) -8) (+ (+ v0 v1) -26))) 4),-1,86,95884,17949,5.005215828000001,Time Limit : 5.000121547,,( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ),20.0
194,( / v0 128 ),(/ v0 128),true,(/ v0 128),-1,1,3,0,0.000056378,Saturation,,( / v0 128 ),18.0
195,( + ( + ( * v0 8 ) 64 ) 0 ),(+ 64 (* v0 8)),true,(+ 64 (* v0 8)),-1,5,12,0,0.000259474,Saturation,,( + ( * v0 8 ) 64 ),2.0
196,( max ( + ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( min ( / ( - ( + v2 v3 ) 98 ) 16 ) ( + ( / v3 16 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 14 ) 16 ) ( / v3 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ( / ( + 7 ( min ( / ( - ( + v2 v3 ) 50 ) 8 ) ( + ( / v3 8 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 6 ) 8 ) ( / v3 8 ) ) 8 ) 8 ) ) ) ) 2 ) ),"(max (+ 2 (max (* (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)) 2) (+ 5 (/ (min (+ v2 (+ v3 -98)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 14)) 16) (/ v3 -16)) 8) 128))) 16)))) (/ (+ 7 (/ (min (+ v2 (+ v3 -50)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 6)) 8) (/ v3 -8)) 8) 64))) 8)) 2))",true,"(max (+ 2 (max (* (min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7)) 2) (+ 5 (/ (min (+ v2 (+ v3 -98)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 14)) 16) (/ v3 -16)) 8) 128))) 16)))) (/ (+ 7 (/ (min (+ v2 (+ v3 -50)) (+ v3 (* (/ (+ (/ (+ v2 (+ v3 6)) 8) (/ v3 -8)) 8) 64))) 8)) 2))",-1,79,84735,5934,5.011280828999999,Time Limit : 5.0078575,,( max ( / ( + ( min ( / ( - ( + v2 v3 ) 50 ) 8 ) ( + ( / v3 8 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 6 ) 8 ) ( / v3 8 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) ( + ( min ( / ( - ( + v2 v3 ) 98 ) 16 ) ( + ( / v3 16 ) ( * ( / ( - ( / ( + ( + v2 v3 ) 14 ) 16 ) ( / v3 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ),21.0
197,( - ( * v0 ( - ( + v1 v2 ) 1 ) ) v3 ),(- (* v0 (+ v1 (+ v2 -1))) v3),true,(- (* v0 (+ v1 (+ v2 -1))) v3),-1,16,348,100,0.008928163000000001,Saturation,,( - ( * ( - ( + v2 v1 ) 1 ) v0 ) v3 ),4.0
198,( / ( - ( + v0 v1 ) 770 ) 128 ),(/ (+ v1 (+ v0 -770)) 128),true,(/ (+ v1 (+ v0 -770)) 128),-1,5,20,0,0.000251089,Saturation,,( / ( - ( + v0 v1 ) 770 ) 128 ),4.0
199,( < ( - ( / ( + ( - v0 v1 ) 7 ) 8 ) 1 ) ( + ( - ( / ( - ( min ( + ( + v2 v0 ) 7 ) v3 ) v1 ) 8 ) 1 ) 1 ) ),(< (/ (- (min (+ 7 (+ v0 v2)) v3) v1) -8) (/ (+ (- v0 v1) -1) -8)),true,(< (/ (- (min (+ 7 (+ v0 v2)) v3) v1) -8) (/ (+ (- v0 v1) -1) -8)),-1,57,119889,9760,5.006454329,Time Limit : 5.000132417,,( < ( / ( - ( - v0 v1 ) 1 ) 8 ) ( / ( - ( min ( + ( + v2 v0 ) 7 ) v3 ) v1 ) 8 ) ),31.0
200,( / ( + ( % ( + v0 ( min ( * v1 256 ) ( - v2 256 ) ) ) 4 ) 230 ) 4 ),"(/ (+ (""%"" (+ v0 (min (* v1 256) (- v2 256))) 4) 230) 4)",true,"(/ (+ (""%"" (+ v0 (min (* v1 256) (- v2 256))) 4) 230) 4)",-1,115,90885,4817,5.004773333,Time Limit : 5.000393771,,( / ( + ( % ( + ( min ( * v1 256 ) ( - v2 256 ) ) v0 ) 4 ) 230 ) 4 ),13.0
201,( / ( + ( + v0 v1 ) 7 ) 8 ),(/ (+ (+ v0 v1) 7) 8),true,(/ (+ (+ v0 v1) 7) 8),-1,4,17,0,0.0002151,Saturation,,( / ( + ( + v0 v1 ) 7 ) 8 ),4.0
202,( - ( / ( - ( + v0 v1 ) 50 ) 8 ) ( / v1 8 ) ),"(/ (+ v0 (+ -50 (""%"" v1 8))) 8)",true,"(/ (+ v0 (+ -50 (""%"" v1 8))) 8)",-1,121,43399,9596,5.361954075,Time Limit : 5.360095221,,( - ( / ( - ( + v0 v1 ) 50 ) 8 ) ( / v1 8 ) ),4.0
203,( + 0 ( - ( + ( min v0 8 ) v1 ) 8 ) ),(+ (min v0 8) (+ v1 -8)),true,(+ (min v0 8) (+ v1 -8)),-1,99,124204,9147,5.0062795300000005,Time Limit : 5.000269341,,( - ( + ( min v0 8 ) v1 ) 8 ),4.0
204,( <= ( + ( / ( - v0 v1 ) 64 ) 1 ) 0 ),(<= v0 (- v1 1)),true,(<= v0 (- v1 1)),-1,76,108959,10289,5.005363342999999,Time Limit : 5.000057405,,( <= ( + v0 1 ) v1 ),17.0
205,( min ( / v0 2 ) ( + 0 ( / v0 2 ) ) ),(/ v0 2),true,(/ v0 2),-1,50,33333,5085,5.0024182459999995,Time Limit : 5.00054219,,( / v0 2 ),3.0
206,( min ( + ( / v0 64 ) ( * 0 8 ) ) ( / ( - ( + v1 v0 ) 386 ) 64 ) ),(/ (min v0 (- (+ v0 v1) 386)) 64),true,(/ (min v0 (- (+ v0 v1) 386)) 64),-1,117,61716,37889,5.003937101000001,Time Limit : 5.000429336,,( / ( - ( + ( min v1 386 ) v0 ) 386 ) 64 ),16.0
207,( / ( - v0 50 ) 16 ),(/ (- v0 50) 16),true,(/ (- v0 50) 16),-1,3,9,0,0.000145956,Saturation,,( / ( - v0 50 ) 16 ),4.0
208,( <= ( + ( - ( + 0 256 ) 1 ) v0 ) ( - ( + v1 v2 ) 1 ) ),(<= (+ v0 (- 256 v1)) v2),true,(<= (+ v0 (- 256 v1)) v2),-1,83,183689,16454,5.010742777000001,Time Limit : 5.00294612,,( <= ( + v0 256 ) ( + v1 v2 ) ),13.0
209,( && ( <= v0 v1 ) ( <= ( + v2 v1 ) ( + v3 v0 ) ) ),(&& (<= v0 v1) (<= (+ v1 v2) (+ v0 v3))),true,(&& (<= v0 v1) (<= (+ v1 v2) (+ v0 v3))),-1,34,51935,12715,5.003010700000001,Time Limit : 5.000472851,,( && ( <= v0 v1 ) ( <= ( + v2 v1 ) ( + v3 v0 ) ) ),14.0
210,( min ( + 0 ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ) ( / ( - ( + ( min v0 14 ) v1 ) 14 ) 4 ) ),(/ (min (- (+ (min v0 26) v1) 26) (+ v0 (+ v1 -14))) 4),true,(/ (min (- (+ (min v0 26) v1) 26) (+ v0 (+ v1 -14))) 4),-1,106,115590,18842,5.010534298,Time Limit : 5.005219048,,( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ),17.0
211,( + ( max ( min ( + v0 ( * 3 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * ( max ( min v3 ( - ( + v4 v5 ) 1 ) ) v5 ) v6 ) ( * ( max ( min ( - ( + v7 v8 ) 1 ) v9 ) v8 ) v10 ) ) ( + ( * v8 v10 ) ( + ( * v5 v6 ) v2 ) ) ) ),(+ (max v2 (min (+ v0 3) (- (+ v1 v2) 1))) (- (+ (* v6 (max v5 (min v3 (- (+ v4 v5) 1)))) (* v10 (max v8 (min (+ (+ v7 v8) -1) v9)))) (+ (* v8 v10) (+ v2 (* v5 v6))))),true,(+ (max v2 (min (+ v0 3) (- (+ v1 v2) 1))) (- (+ (* v6 (max v5 (min v3 (- (+ v4 v5) 1)))) (* v10 (max v8 (min (+ (+ v7 v8) -1) v9)))) (+ (* v8 v10) (+ v2 (* v5 v6))))),-1,71,169908,8868,5.010298797,Time Limit : 5.00316891,,( + ( max ( - ( min ( + v0 4 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * ( max ( min ( - ( + v4 v5 ) 1 ) v3 ) v5 ) v6 ) ( * ( max ( min ( - ( + v7 v8 ) 1 ) v9 ) v8 ) v10 ) ) ( + ( * v8 v10 ) ( + ( * v5 v6 ) v2 ) ) ) ),15.0
212,( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ) ( / ( + ( + 7 ( - ( + v0 v1 ) 8 ) ) 1 ) 2 ) ),(max (/ (+ v0 v1) 2) (+ 2 (* 2 v2))),true,(max (/ (+ v0 v1) 2) (+ 2 (* 2 v2))),-1,81,70442,8393,5.124047097999999,Time Limit : 5.118282602,,( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ),21.0
213,( min ( - ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 1 ) ( - ( * ( + 0 ( min ( - v2 7 ) v3 ) ) 2 ) 1 ) ),(+ (* 2 (min (- v0 7) (min v1 (min (- v2 7) v3)))) -1),true,(+ (* 2 (min (- v0 7) (min v1 (min (- v2 7) v3)))) -1),-1,41,36277,4563,6.663110864,Time Limit : 6.659913629,,( - ( min ( min ( * ( min ( - v0 7 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 3 ) ) ( * ( min ( - v2 7 ) v3 ) 2 ) ) 1 ),13.0
214,( min ( + v0 ( * v1 8 ) ) ( - v2 8 ) ),(min (+ v0 (* v1 8)) (- v2 8)),true,(min (+ v0 (* v1 8)) (- v2 8)),-1,82,223760,6886,5.039554226000002,Time Limit : 5.026057861,,( min ( + ( * v1 8 ) v0 ) ( - v2 8 ) ),4.0
215,( + ( + v0 4 ) 0 ),(+ 4 v0),true,(+ 4 v0),-1,5,9,0,0.00024429400000000004,Saturation,,( + v0 4 ),1.0
216,( min ( min ( min ( min ( * ( min ( - v0 63 ) v1 ) 2 ) ( - ( * ( min ( min ( - ( min v0 v2 ) 63 ) v3 ) v1 ) 2 ) 1 ) ) ( - ( + ( min v4 256 ) v5 ) 256 ) ) ( - v6 8 ) ) v7 ),(min (+ (* 2 (min v1 (min (- (min v0 v2) 63) v3))) -1) (min (+ v6 -8) (min (+ v5 (+ (min v4 256) -256)) v7))),true,(min (+ (* 2 (min v1 (min (- (min v0 v2) 63) v3))) -1) (min (+ v6 -8) (min (+ v5 (+ (min v4 256) -256)) v7))),-1,76,139314,14820,5.022984914999999,Time Limit : 5.015733505,,( min ( min ( min ( min ( * ( min ( - v0 63 ) v1 ) 2 ) ( - ( * ( min ( min ( - ( min v0 v2 ) 63 ) v3 ) v1 ) 2 ) 1 ) ) ( - ( + ( min v4 256 ) v5 ) 256 ) ) ( - v6 8 ) ) v7 ),10.0
217,( max ( max ( + ( * v0 2 ) 2 ) v1 ) ( + ( * v2 2 ) 2 ) ),(max v1 (+ 2 (* 2 (max v2 v0)))),true,(max v1 (+ 2 (* 2 (max v2 v0)))),-1,85,130918,13493,5.008140917000001,Time Limit : 5.002179444,,( max ( + ( * ( max v0 v2 ) 2 ) 2 ) v1 ),5.0
218,( max ( / ( + v0 1 ) 2 ) v1 ),(max (/ (+ 1 v0) 2) v1),true,(max (/ (+ 1 v0) 2) v1),-1,10,58,11,0.0013737950000000001,Saturation,,( max ( / ( + v0 1 ) 2 ) v1 ),6.0
219,( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ),(min (/ v0 64) (- (* (/ v0 128) 2) 1)),true,(min (/ v0 64) (- (* (/ v0 128) 2) 1)),-1,96,110511,18679,5.007663952,Time Limit : 5.002307773,,( min ( / v0 64 ) ( - ( * ( / v0 128 ) 2 ) 1 ) ),8.0
220,( <= ( + v0 1 ) v1 ),(<= (+ v0 1) v1),true,(<= (+ v0 1) v1),-1,81,117203,13451,5.006643298999999,Time Limit : 5.00025901,,( <= ( + v0 1 ) v1 ),5.0
221,( - ( / ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 2 ) 4 ),(+ (/ (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) (+ v4 v5)) 2) -4),true,(+ (/ (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) (+ v4 v5)) 2) -4),-1,106,77034,7633,5.005514946999999,Time Limit : 5.001945964,,( - ( / ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 2 ) 4 ),5.0
