index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition,halide_result,halide_time
1,( max ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) ),(+ 2 (* 2 (/ (+ (+ v0 v1) 126) 128))),true,(+ 2 (* 2 (/ (+ (+ v0 v1) 126) 128))),-1,50,36665,6417,5.004763046,Time Limit : 5.003094917,,( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ),5.0
2,( max ( / v0 2 ) ( / ( + v0 1 ) 2 ) ),(/ (- -1 v0) -2),true,(/ (- -1 v0) -2),-1,63,52512,9219,5.692222049,Time Limit : 5.690002158,,( / ( + v0 1 ) 2 ),264.0
3,( + ( * ( min ( + ( * v0 64 ) v1 ) ( - v2 63 ) ) 0 ) ( + -1 v3 ) ),(+ -1 v3),true,(+ -1 v3),-1,80,121170,3927,5.005701605000001,Time Limit : 5.000535237,,( - v3 1 ),6.0
4,( - 256 v0 ),(- 256 v0),true,(- 256 v0),-1,3,8,0,0.000139729,Saturation,,( - 256 v0 ),10.0
5,( + 0 ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ),(/ (+ v1 (+ -98 (min v0 98))) 16),true,(/ (+ v1 (+ -98 (min v0 98))) 16),-1,99,144692,8746,5.007771444999999,Time Limit : 5.001036388,,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),7.0
6,( + ( - ( + v0 v1 ) 64 ) 63 ),(+ v0 (+ v1 -1)),true,(+ v0 (+ v1 -1)),-1,6,55,0,0.00039567099999999995,Saturation,,( - ( + v0 v1 ) 1 ),24.0
7,( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),(+ (/ (+ v1 (min v0 8)) 4) -2),true,(+ (/ (+ v1 (min v0 8)) 4) -2),-1,102,103152,17883,5.006846907000002,Time Limit : 5.001203318,,( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),8.0
8,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ),(/ (/ (+ v0 (+ v1 1)) 2) 4),true,(/ (/ (+ v0 (+ v1 1)) 2) 4),-1,4,19,0,0.000209882,Saturation,,( / ( + ( + v0 v1 ) 1 ) 8 ),4.0
9,( max ( + ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),(+ 1 (+ v0 v0)),true,(+ 1 (+ v0 v0)),-1,60,50305,12973,7.011072844,Time Limit : 7.007946174,,( + ( * v0 2 ) 1 ),6.0
10,( + ( + ( / ( + v0 242 ) 4 ) v1 ) 0 ),(+ (/ (+ 242 v0) 4) v1),true,(+ (/ (+ 242 v0) 4) v1),-1,8,46,7,0.00080461,Saturation,,( + ( / ( + v0 242 ) 4 ) v1 ),3.0
11,( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),(+ v0 -7),true,(+ v0 -7),-1,53,17839,6382,5.001782273000001,Time Limit : 5.001050401,,( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),19.0
12,( + ( max ( min ( + v0 ( * 7 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),(+ (max v2 (min (+ v0 7) (- (+ v1 v2) 1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),true,(+ (max v2 (min (+ v0 7) (- (+ v1 v2) 1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),-1,79,164559,7790,5.009128387,Time Limit : 5.002377619,,( + ( max ( - ( min ( + v0 8 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),15.0
13,( + ( - ( + ( * v0 2 ) v1 ) 5 ) 0 ),(+ (* v0 2) (+ v1 -5)),true,(+ (* v0 2) (+ v1 -5)),-1,6,34,7,0.000432848,Saturation,,( - ( + ( * v0 2 ) v1 ) 5 ),3.0
14,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) ),"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",true,"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",-1,62,95328,5889,5.01856076,Time Limit : 5.009913495,,( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),23.0
15,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),"(+ (- (max (max (/ (+ v0 v1) 2) (+ 2 (* 2 (min v2 (+ (""%"" (- v3 v2) 8) (+ v2 7)))))) (min v4 (+ 7 (+ v4 (""%"" (- v5 v4) 8))))) (min v5 (min (min (+ (* 2 (min v3 (+ v2 -7))) -1) (/ (min (- (+ v1 (min v0 64)) 63) (+ (+ v1 (min v0 64)) -64)) 2)) (+ v4 -7)))) 1)",true,"(+ (- (max (max (/ (+ v0 v1) 2) (+ 2 (* 2 (min v2 (+ (""%"" (- v3 v2) 8) (+ v2 7)))))) (min v4 (+ 7 (+ v4 (""%"" (- v5 v4) 8))))) (min v5 (min (min (+ (* 2 (min v3 (+ v2 -7))) -1) (/ (min (- (+ v1 (min v0 64)) 63) (+ (+ v1 (min v0 64)) -64)) 2)) (+ v4 -7)))) 1)",-1,78,106518,6968,5.026304452000001,Time Limit : 5.020609945,,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),17.0
16,( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( min ( / ( - ( + v0 v1 ) 386 ) 64 ) ( + ( / v1 64 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / v1 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) ) 1 ) 2 ) ),(max (+ 7 (max (/ (min (+ (+ v0 v1) -386) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 62) 64) (/ v1 -64)) 8) 512))) 64) (+ 9 (* 2 (/ (min (+ v0 (+ v1 -770)) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 126) 128) (/ v1 -128)) 8) 1024))) 128))))) (+ (/ (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (+ (/ (+ v0 (+ v1 30)) 32) (/ v1 -32)) 8) 256))) -32) -2) 4)),true,(max (+ 7 (max (/ (min (+ (+ v0 v1) -386) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 62) 64) (/ v1 -64)) 8) 512))) 64) (+ 9 (* 2 (/ (min (+ v0 (+ v1 -770)) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 126) 128) (/ v1 -128)) 8) 1024))) 128))))) (+ (/ (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (+ (/ (+ v0 (+ v1 30)) 32) (/ v1 -32)) 8) 256))) -32) -2) 4)),-1,56,58043,2860,5.004746761,Time Limit : 5.001682943,,( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( min ( / ( - ( + v0 v1 ) 386 ) 64 ) ( + ( / v1 64 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / v1 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ),29.0
17,( - ( / ( + ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ) 8 ) 1 ),(/ (- (/ (+ (+ v4 v5) (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) 6)) 16) (/ (+ v5 (min (+ v2 (* v1 8)) (+ v3 -7))) 16)) 8),true,(/ (- (/ (+ (+ v4 v5) (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) 6)) 16) (/ (+ v5 (min (+ v2 (* v1 8)) (+ v3 -7))) 16)) 8),-1,97,101801,27383,5.009267921999999,Time Limit : 5.004266876,,( / ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ),40.0
18,( / ( + v0 1 ) 2 ),(/ (+ v0 1) 2),true,(/ (+ v0 1) 2),-1,2,6,0,0.000111328,Saturation,,( / ( + v0 1 ) 2 ),6.0
19,( min ( max ( / ( + ( - v0 v1 ) 255 ) 256 ) 0 ) v2 ),(min (max (/ (+ 255 (- v0 v1)) 256) 0) v2),true,(min (max (/ (+ 255 (- v0 v1)) 256) 0) v2),-1,9,109,23,0.0019064099999999999,Saturation,,( min ( max ( / ( + ( - v0 v1 ) 255 ) 256 ) 0 ) v2 ),8.0
20,( + 0 ( min ( - v0 7 ) v1 ) ),(min (- v0 7) v1),true,(min (- v0 7) v1),-1,106,134027,14992,5.006465017,Time Limit : 5.000614677,,( min ( - v0 7 ) v1 ),5.0
21,( + v0 v1 ),(+ v0 v1),true,(+ v0 v1),-1,2,4,0,0.000093137,Saturation,,( + v1 v0 ),7.0
22,( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ),(min (+ (* (min v3 (+ v2 -7)) 2) -1) (min (+ v4 -7) (min (/ (- (+ (min v0 26) v1) 26) 4) v5))),true,(min (+ (* (min v3 (+ v2 -7)) 2) -1) (min (+ v4 -7) (min (/ (- (+ (min v0 26) v1) 26) 4) v5))),-1,107,47081,15788,5.003089326999999,Time Limit : 5.000291395,,( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ),24.0
23,( / v0 2 ),(/ v0 2),true,(/ v0 2),-1,1,3,0,0.000053661,Saturation,,( / v0 2 ),5.0
24,( + ( min ( - v0 63 ) v1 ) 63 ),(min v0 (+ 63 v1)),true,(min v0 (+ 63 v1)),-1,95,234917,8938,5.035128095000001,Time Limit : 5.013419027,,( min ( + v1 63 ) v0 ),6.0
25,( + ( max ( min ( + v0 ( * 3 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),(+ (max v2 (min (+ v0 3) (- (+ v1 v2) 1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),true,(+ (max v2 (min (+ v0 3) (- (+ v1 v2) 1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),-1,79,164559,7790,5.008207382999999,Time Limit : 5.001454685,,( + ( max ( - ( min ( + v0 4 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),16.0
26,( / ( + ( + v0 v1 ) 1 ) 2 ),(/ (+ (+ v0 v1) 1) 2),true,(/ (+ (+ v0 v1) 1) 2),-1,4,17,0,0.000205385,Saturation,,( / ( + ( + v0 v1 ) 1 ) 2 ),6.0
27,( / ( + v0 258 ) 4 ),(/ (+ v0 258) 4),true,(/ (+ v0 258) 4),-1,2,6,0,0.000096415,Saturation,,( / ( + v0 258 ) 4 ),2.0
28,( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),"(/ (+ v0 (+ 254 (""%"" v1 128))) 128)",true,"(/ (+ v0 (+ 254 (""%"" v1 128))) 128)",-1,121,43398,10324,5.478004404000001,Time Limit : 5.476221375,,( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),11.0
29,( / ( / ( + v0 v1 ) 4 ) 2 ),(/ (/ (+ v0 v1) 4) 2),true,(/ (/ (+ v0 v1) 4) 2),-1,2,8,0,0.00011708,Saturation,,( / ( + v0 v1 ) 8 ),19.0
30,( / ( - ( / ( + ( min v0 64 ) v1 ) 2 ) 32 ) 2 ),(/ (/ (+ (min v0 64) (- v1 64)) 2) 2),true,(/ (/ (+ (min v0 64) (- v1 64)) 2) 2),-1,94,115609,17177,5.008103460000001,Time Limit : 5.002276732,,( - ( / ( + ( min v0 64 ) v1 ) 4 ) 16 ),9.0
31,( && ( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v2 v3 ) ) ) ( && ( != v0 v1 ) ( == v4 v5 ) ) ) 1 ) 1 ),0,true,0,-1,64,99400,325003,4.39301904,Node Limit: 1242441,,0,24.0
32,( min ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) v2 ),"(min (/ (+ v0 (+ -770 (""%"" v1 128))) 128) v2)",true,"(min (/ (+ v0 (+ -770 (""%"" v1 128))) 128) v2)",-1,111,68197,20902,5.00346046,Time Limit : 5.000539974,,( min ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) v2 ),11.0
33,( + v0 ( min ( * v1 64 ) ( - v2 64 ) ) ),(+ v0 (min (* v1 64) (+ v2 -64))),true,(+ v0 (min (* v1 64) (+ v2 -64))),-1,96,280246,6103,5.021374624000001,Time Limit : 5.000819578,,( + ( min ( * v1 64 ) ( - v2 64 ) ) v0 ),6.0
34,( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ),(min (/ v0 32) (- (+ v1 v1) 1)),true,(min (/ v0 32) (- (+ v1 v1) 1)),-1,96,86448,19137,5.005659134000001,Time Limit : 5.000934974,,( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ),13.0
35,( * v0 256 ),(* v0 256),true,(* v0 256),-1,2,4,0,0.00009580600000000001,Saturation,,( * v0 256 ),4.0
36,( min ( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ) ( / ( - ( / ( + ( min v2 64 ) v0 ) 16 ) 4 ) 2 ) ),(min (- (* v1 2) 1) (+ -2 (min (/ (+ v0 (min v2 64)) 32) (/ (/ (+ v0 (min v2 64)) 16) 2)))),true,(min (- (* v1 2) 1) (+ -2 (min (/ (+ v0 (min v2 64)) 32) (/ (/ (+ v0 (min v2 64)) 16) 2)))),-1,71,75647,8698,5.011612461,Time Limit : 5.006863366,,( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ),13.0
37,( + ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 1 ),"(/ (+ v0 (+ (""%"" v1 128) 254)) 128)",true,"(/ (+ v0 (+ (""%"" v1 128) 254)) 128)",-1,151,39554,44846,5.003144004,Time Limit : 5.001864813,,( + ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 1 ),12.0
38,( min ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ( + 0 ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ) ),(/ (+ (+ (min v0 194) v1) -194) 32),true,(/ (+ (+ (min v0 194) v1) -194) 32),-1,82,23160,9733,5.1154557610000015,Time Limit : 5.113254805,,( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ),6.0
39,( * v0 256 ),(* v0 256),true,(* v0 256),-1,2,4,0,0.00010570499999999999,Saturation,,( * v0 256 ),3.0
40,( + v0 0 ),v0,true,v0,-1,2,4,0,0.000094996,Saturation,,v0,3.0
41,( min ( - ( * ( min ( - v0 31 ) v1 ) 2 ) 1 ) ( + ( * ( + 0 ( min ( - v0 31 ) v1 ) ) 2 ) 2 ) ),(- (* (min (+ v0 -31) v1) 2) 1),true,(- (* (min (+ v0 -31) v1) 2) 1),-1,63,72020,9616,5.583546975000001,Time Limit : 5.576762465,,( - ( * ( min ( - v0 31 ) v1 ) 2 ) 1 ),6.0
42,( max ( + ( * v0 2 ) 2 ) ( * v0 2 ) ),(+ 2 (+ v0 v0)),true,(+ 2 (+ v0 v0)),-1,29,15667,3499,5.2325540870000005,Time Limit : 5.231250217,,( + ( * v0 2 ) 2 ),6.0
43,( / ( + ( % ( + v0 v1 ) 4 ) 262 ) 4 ),"(/ (+ (""%"" (+ v0 v1) 4) 262) 4)",true,"(/ (+ (""%"" (+ v0 v1) 4) 262) 4)",-1,2,10,0,0.00011719700000000001,Saturation,,( / ( + ( % ( + v0 v1 ) 4 ) 262 ) 4 ),12.0
44,( + ( / ( - ( + ( min v0 256 ) v1 ) 256 ) 2 ) 128 ),(/ (+ v1 (min v0 256)) 2),true,(/ (+ v1 (min v0 256)) 2),-1,120,92036,15098,5.005355353999999,Time Limit : 5.001296976,,( / ( + ( min v0 256 ) v1 ) 2 ),5.0
45,( max ( / ( + 7 ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ) 2 ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ) 1 ) 2 ) ),(/ (+ 7 (/ (min (+ (+ v1 (min v0 8)) (* -64 (/ (+ (/ (+ (+ v0 v1) 6) 8) (/ (+ v1 (+ (min v0 8) -8)) -8)) -8))) (+ (+ (+ v0 v1) -50) 8)) 8)) 2),true,(/ (+ 7 (/ (min (+ (+ v1 (min v0 8)) (* -64 (/ (+ (/ (+ (+ v0 v1) 6) 8) (/ (+ v1 (+ (min v0 8) -8)) -8)) -8))) (+ (+ (+ v0 v1) -50) 8)) 8)) 2),-1,64,57422,4566,5.008868199999999,Time Limit : 5.006095291,,( / ( + ( max ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ( min ( / ( - ( + v0 v1 ) 42 ) 8 ) ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) ) ) 7 ) 2 ),55.0
46,( min ( - ( * v0 2 ) 1 ) ( / v1 2 ) ),(min (- (+ v0 v0) 1) (/ v1 2)),true,(min (- (+ v0 v0) 1) (/ v1 2)),-1,87,118803,11316,5.0061101469999985,Time Limit : 5.000366813,,( min ( / v1 2 ) ( - ( * v0 2 ) 1 ) ),3.0
47,( min ( min ( min ( - v0 63 ) v1 ) ( / v2 2 ) ) ( - ( * ( min ( - v3 63 ) v4 ) 2 ) 1 ) ),(min (/ v2 2) (min (min (- v0 63) v1) (+ (* 2 (min (+ v3 -63) v4)) -1))),true,(min (/ v2 2) (min (min (- v0 63) v1) (+ (* 2 (min (+ v3 -63) v4)) -1))),-1,98,84596,13158,5.003981852,Time Limit : 5.000332911,,( min ( min ( min ( - v0 63 ) v1 ) ( / v2 2 ) ) ( - ( * ( min ( - v3 63 ) v4 ) 2 ) 1 ) ),8.0
48,( / ( + ( + v0 v1 ) 30 ) 32 ),(/ (+ (+ v0 v1) 30) 32),true,(/ (+ (+ v0 v1) 30) 32),-1,4,17,0,0.00020375000000000002,Saturation,,( / ( + ( + v0 v1 ) 30 ) 32 ),3.0
49,( >= ( / ( + v0 v1 ) 2 ) ( + ( / ( + ( + ( - v0 1 ) v1 ) 1 ) 2 ) 1 ) ),0,true,0,-1,42,61906,12132,5.055172528,Time Limit : 5.049232699,,0,41.0
50,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),"(max (max (max (/ (+ (+ v0 v1) 30) 32) (+ 2 (* v2 2))) (/ (min (max (+ (""%"" (- (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) 16)) 8) (+ -7 (/ (+ (+ v0 v1) 14) -16))) (/ (+ (+ v0 v1) 14) -16)) (max (/ (+ (+ v0 v1) 30) -16) (+ -8 (+ (""%"" (- (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) 16)) 8) (/ (+ (+ v0 v1) 14) -16))))) -2)) v3)",true,"(max (max (max (/ (+ (+ v0 v1) 30) 32) (+ 2 (* v2 2))) (/ (min (max (+ (""%"" (- (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) 16)) 8) (+ -7 (/ (+ (+ v0 v1) 14) -16))) (/ (+ (+ v0 v1) 14) -16)) (max (/ (+ (+ v0 v1) 30) -16) (+ -8 (+ (""%"" (- (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) 16)) 8) (/ (+ (+ v0 v1) 14) -16))))) -2)) v3)",-1,89,86201,14873,5.010790202000001,Time Limit : 5.006439984,,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),74.0
