index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition
1,( <= ( max ( / ( - 17 ( % v0 4 ) ) 4 ) ( + ( - ( max ( / ( + ( min ( * v1 2 ) ( + ( % v0 2 ) 5 ) ) ( / v0 2 ) ) 2 ) ( + ( / v0 4 ) v1 ) ) ( + ( / ( - v0 6 ) 4 ) v1 ) ) 2 ) ) 1024 ),1/0,false,"(&& (<= (/ (+ (min (* v1 2) (+ (""%"" v0 2) 5)) (/ v0 2)) 2) (+ -2 (+ (/ (+ v0 -6) 4) (+ v1 1024)))) (&& (<= -1024 (/ (+ -11 (""%"" v0 4)) 4)) 1))",-1,18,82811,415,3.02339993,Time Limit : 1.5163805909999999,
2,( <= ( max ( / ( - 17 ( % v0 4 ) ) 4 ) ( + ( - ( / ( + ( min ( * v1 2 ) ( + ( % v0 2 ) 20 ) ) ( / v0 2 ) ) 2 ) ( + ( / ( - v0 6 ) 4 ) v1 ) ) 2 ) ) 1024 ),1/0,false,"(&& 1 (<= (+ (min (* v1 2) (+ (""%"" v0 2) 20)) (/ v0 2)) (+ (* 2 (/ (- v0 6) 4)) (+ (* v1 2) 2045))))",-1,22,70329,219,3.0076314630000005,Time Limit : 1.501524967,
3,( <= ( max ( / ( - 8 ( % ( + ( * v0 161 ) v1 ) 2 ) ) 2 ) ( + ( - ( / ( + ( min ( * v2 2 ) 159 ) ( + ( * v0 161 ) v1 ) ) 2 ) ( + ( / ( - ( + ( * v0 161 ) v1 ) 3 ) 2 ) v2 ) ) 2 ) ) 1024 ),1/0,true,1,0,8,21575,1085,0.05820537384999999,Goal 1 Matched,
4,( <= ( max ( max ( min v0 12 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( / ( - v1 15 ) 16 ) ( - v2 1 ) ) ( / ( - v1 14 ) 16 ) ) ( / ( - v1 13 ) 16 ) ) ( / ( - v1 2 ) 16 ) ) ( / ( - v1 1 ) 16 ) ) ( / ( + v1 1 ) 16 ) ) ( / ( - v3 2 ) 16 ) ) ( / ( - v3 1 ) 16 ) ) ( / ( - v4 2 ) 16 ) ) ( / ( - v4 1 ) 16 ) ) ( / ( - v5 2 ) 16 ) ) ( / ( - v5 1 ) 16 ) ) ( / ( - v6 2 ) 16 ) ) ( / ( - v6 1 ) 16 ) ) 11 ) 1 ) ) 0 ) ( max ( min v0 12 ) 0 ) ),1/0,false,(<= (max (min (min (min (min (/ (+ v1 -15) 16) (- v2 1)) (/ (min (+ v1 -14) (- v1 13)) 16)) (/ (min (min (+ v1 -2) (+ v1 -1)) (min (+ v1 1) (+ v3 -2))) 16)) (min (min (/ (min (+ v5 -1) (+ v6 -2)) 16) (min (/ (+ v6 -1) 16) 11)) (/ (min (min (- v4 1) (+ v5 -2)) (min (- v3 1) (+ v4 -2))) 16))) (- (min v0 12) 1)) (+ (max (min v0 12) 0) -1)),-1,15,116245,3776,3.011507937,Time Limit : 1.501917494,
5,( <= ( max ( max ( min ( / ( + v0 131 ) 144 ) 2 ) ( + ( min ( / ( - ( min ( + ( min ( min ( min ( min ( min ( min ( - ( min ( / ( + ( + v1 v2 ) 25 ) 2 ) v3 ) ( + ( * v4 288 ) v5 ) ) v6 ) ( - ( min ( / ( + ( + v1 v2 ) 29 ) 2 ) v3 ) ( + ( * v4 288 ) v5 ) ) ) ( + v7 13 ) ) v8 ) v9 ) ( + v7 15 ) ) 128 ) v8 ) 140 ) 144 ) 1 ) 1 ) ) 0 ) ( max ( min ( / ( + v0 131 ) 144 ) 2 ) 0 ) ),1/0,false,(! (&& (< (max (min (/ (+ v0 131) 144) 2) 0) 2) (< (+ -1 (* (max (min (/ (+ v0 131) 144) 2) 0) 144)) (+ (min (min (/ (+ (+ (+ v1 v2) 29) (+ (* v4 -576) (* -2 v5))) 2) (min (+ v3 (+ (* v4 -288) (* -1 v5))) (min v6 (+ v7 13)))) (min (+ (/ (+ (+ v1 v2) 25) 2) (+ (* v4 -288) (* -1 v5))) (min (+ v7 15) (min (min v8 v9) (+ v8 -128))))) -12)))),-1,13,117510,5955,3.01827441,Time Limit : 1.5084535890000002,
6,( <= ( max ( max ( min v0 24 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( / ( - v1 15 ) 16 ) ( - v2 1 ) ) ( / ( - v1 14 ) 16 ) ) ( / ( - v1 13 ) 16 ) ) ( / ( - v1 2 ) 16 ) ) ( / ( - v1 1 ) 16 ) ) ( / ( + v1 1 ) 16 ) ) ( / ( - v3 2 ) 16 ) ) ( / ( - v3 1 ) 16 ) ) ( / ( - v4 2 ) 16 ) ) ( / ( - v4 1 ) 16 ) ) ( / ( - v5 2 ) 16 ) ) ( / ( - v5 1 ) 16 ) ) ( / ( - v6 2 ) 16 ) ) ( / ( - v6 1 ) 16 ) ) 23 ) 1 ) ) 0 ) ( max ( min v0 24 ) 0 ) ),1/0,false,"(<= (max (min (min (min (min (/ (+ v1 -15) 16) (- v2 1)) (/ (min (+ v1 -14) (- v1 13)) 16)) (/ (min (min (+ v1 -2) (+ v1 -1)) (min (+ v1 1) (+ v3 -2))) 16)) (min (min (/ (min (+ v5 -1) (+ v6 -2)) 16) (min (/ (+ v6 -1) 16) 23)) (/ (min (min (- v4 1) (+ v5 -2)) (min (- v3 1) (+ v4 -2))) 16))) (- (- (min v0 24) 1) (""%"" (- (min v0 24) 1) -1))) (+ (max (min v0 24) 0) -1))",-1,11,107078,3106,3.0149327140000004,Time Limit : 1.500187876,
7,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min ( min ( min v1 v2 ) v3 ) v4 ) 1 ) v2 ) ( / ( - v5 208 ) 192 ) ) ( / ( - v5 207 ) 192 ) ) ( / ( - v5 206 ) 192 ) ) ( / ( - v5 205 ) 192 ) ) ( / ( - v5 191 ) 192 ) ) ( / ( - v5 4 ) 192 ) ) ( / ( - v5 3 ) 192 ) ) ( / ( - v5 2 ) 192 ) ) ( / ( - v5 1 ) 192 ) ) ( / ( - v6 210 ) 192 ) ) ( / ( - v6 209 ) 192 ) ) ( / ( - v6 208 ) 192 ) ) ( / ( - v6 207 ) 192 ) ) ( / ( - v6 206 ) 192 ) ) ( / ( - v6 205 ) 192 ) ) ( / ( - v6 204 ) 192 ) ) ( / ( - v6 203 ) 192 ) ) ( / ( - v6 194 ) 192 ) ) ( / ( - v6 193 ) 192 ) ) ( / ( - v6 191 ) 192 ) ) ( / ( - v6 190 ) 192 ) ) ( / ( - v6 189 ) 192 ) ) ( / ( - v6 4 ) 192 ) ) ( / ( - v6 3 ) 192 ) ) ( / ( - v6 2 ) 192 ) ) ( / ( - v6 1 ) 192 ) ) ( / ( + v6 1 ) 192 ) ) ( / ( + v6 2 ) 192 ) ) ( / ( + v6 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 209 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 203 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) ( / ( - v14 1 ) 192 ) ) ( / ( - v15 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 31 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 178 ) 192 ) ) ( / ( - v16 178 ) 192 ) ) ( / ( - v17 184 ) 192 ) ) ( / ( - v17 182 ) 192 ) ) ( / ( - v17 178 ) 192 ) ) ( / ( - v18 184 ) 192 ) ) ( / ( - v18 182 ) 192 ) ) ( / ( - v19 178 ) 192 ) ) ( / ( - v20 182 ) 192 ) ) ( / ( - v20 178 ) 192 ) ) ( / ( - v21 182 ) 192 ) ) ( / ( - v22 2 ) 192 ) ) ( / ( - v22 1 ) 192 ) ) ( / ( - v23 2 ) 192 ) ) ( / ( - v23 1 ) 192 ) ) ( / ( - v24 4 ) 192 ) ) ( / ( - v24 2 ) 192 ) ) ( / ( - v24 1 ) 192 ) ) ( / ( - v25 4 ) 192 ) ) ( / ( - v25 2 ) 192 ) ) ( / ( - v25 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(&& 1 (<= (max (min (min (/ (min (min (- v24 1) (- v25 4)) (min (+ v24 -4) (- v24 2))) 192) (min (min (min (min (min (min (min (min (min (min (min (min (min (min v2 (+ (min (min v1 v2) (min v3 v4)) -1)) (/ (min (min (+ v5 -206) (+ v5 -205)) (min (+ v5 -208) (+ v5 -207))) 192)) (min (min (/ (+ v5 -191) 192) (/ (+ v5 -4) 192)) (min (/ (- v5 3) 192) (/ (+ v5 -2) 192)))) (min (/ (min (+ v5 -1) (- v6 210)) 192) (min (/ (- v6 209) 192) (/ (+ v6 -208) 192)))) (min (min (/ (+ v6 -204) 192) (/ (- v6 205) 192)) (/ (min (+ v6 -207) (+ v6 -206)) 192))) (min (/ (min (- v6 203) (- v6 194)) 192) (/ (min (+ v6 -193) (- v6 191)) 192))) (/ (min (min (+ v6 -190) (+ v6 -189)) (min (+ v6 -4) (+ v6 -3))) 192)) (/ (min (- v6 2) (min (+ v6 -1) (+ 1 v6))) 192)) (/ (min (min (+ 2 v6) (+ 3 v6)) (+ (min (* 2 (/ (+ (+ v7 v8) -209) 2)) (+ (- v11 1) (+ (+ 1 v10) (* v9 384)))) (+ -1 (+ (* v9 -384) (* v10 -1))))) 192)) (/ (min (min (+ v13 -1) (+ v14 -1)) (min (+ v12 -1) (+ (* 2 (/ (+ v7 (+ v8 -203)) 2)) (+ -1 (+ (* v9 -384) (* v10 -1)))))) 192)) (/ (min (min (+ v16 -178) (- v17 184)) (+ (min (- (+ v7 (+ v8 -31)) (""%"" (+ v7 (+ v8 -31)) -2)) (+ (- v15 1) (+ (+ 178 v10) (* v9 384)))) (+ (+ (* v9 -384) (* v10 -1)) -178))) 192)) (/ (min (min (+ v17 -182) (+ v17 -178)) (min (- v18 184) (+ v18 -182))) 192)) (/ (min (min (+ v20 -178) (+ v21 -182)) (min (+ v19 -178) (+ v20 -182))) 192)) (/ (min (min (- v22 2) (+ v22 -1)) (min (+ v23 -2) (+ v23 -1))) 192))) (min (/ (+ v25 -2) 192) (min 1 (/ (+ v25 -1) 192)))) (+ (min v0 2) -1)) (- (max (min v0 2) 0) 1)))",-1,29,78403,2772,3.009267063,Time Limit : 1.50010943,
8,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min ( min ( min v1 v2 ) v3 ) v4 ) 1 ) v2 ) ( / ( - v5 191 ) 192 ) ) ( / ( - v5 2 ) 192 ) ) ( / ( - v5 1 ) 192 ) ) ( / ( - v6 210 ) 192 ) ) ( / ( - v6 209 ) 192 ) ) ( / ( - v6 208 ) 192 ) ) ( / ( - v6 207 ) 192 ) ) ( / ( - v6 206 ) 192 ) ) ( / ( - v6 205 ) 192 ) ) ( / ( - v6 204 ) 192 ) ) ( / ( - v6 203 ) 192 ) ) ( / ( - v6 194 ) 192 ) ) ( / ( - v6 193 ) 192 ) ) ( / ( - v6 191 ) 192 ) ) ( / ( - v6 190 ) 192 ) ) ( / ( - v6 189 ) 192 ) ) ( / ( - v6 4 ) 192 ) ) ( / ( - v6 3 ) 192 ) ) ( / ( - v6 2 ) 192 ) ) ( / ( - v6 1 ) 192 ) ) ( / ( + v6 1 ) 192 ) ) ( / ( + v6 2 ) 192 ) ) ( / ( + v6 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 209 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 203 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) ( / ( - v14 1 ) 192 ) ) ( / ( - v15 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 31 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 178 ) 192 ) ) ( / ( - v16 178 ) 192 ) ) ( / ( - v17 184 ) 192 ) ) ( / ( - v17 182 ) 192 ) ) ( / ( - v17 178 ) 192 ) ) ( / ( - v18 184 ) 192 ) ) ( / ( - v18 182 ) 192 ) ) ( / ( - v19 178 ) 192 ) ) ( / ( - v20 182 ) 192 ) ) ( / ( - v20 178 ) 192 ) ) ( / ( - v21 182 ) 192 ) ) ( / ( - v22 2 ) 192 ) ) ( / ( - v22 1 ) 192 ) ) ( / ( - v23 2 ) 192 ) ) ( / ( - v23 1 ) 192 ) ) ( / ( - v24 4 ) 192 ) ) ( / ( - v24 2 ) 192 ) ) ( / ( - v24 1 ) 192 ) ) ( / ( - v25 4 ) 192 ) ) ( / ( - v25 2 ) 192 ) ) ( / ( - v25 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(&& 1 (&& 1 (<= (min (min (/ (min (min (+ v24 -4) (+ v24 -2)) (min (- v24 1) (+ v25 -4))) 192) (min (min (min (min (min (min (min (min (min (min (min (min (+ (min (min v1 v2) (min v3 v4)) -1) (min v2 (/ (+ v5 -191) 192))) (/ (min (min (+ v5 -2) (+ v5 -1)) (min (- v6 210) (- v6 209))) 192)) (/ (min (min (+ v6 -208) (- v6 207)) (min (+ v6 -206) (+ v6 -205))) 192)) (/ (min (min (- v6 204) (+ v6 -203)) (min (- v6 194) (+ v6 -193))) 192)) (/ (min (min (- v6 189) (+ v6 -4)) (min (+ v6 -191) (+ v6 -190))) 192)) (/ (min (min (- v6 1) (+ 1 v6)) (min (- v6 3) (+ v6 -2))) 192)) (/ (min (+ (min (- (- (+ v7 v8) 209) (""%"" (- (+ v7 v8) 209) -2)) (+ (- v11 1) (+ (+ 1 v10) (* v9 384)))) (+ -1 (+ (* v9 -384) (* v10 -1)))) (min (+ 2 v6) (+ v6 3))) 192)) (/ (min (min (- v13 1) (- v14 1)) (min (+ v12 -1) (+ (+ (+ -204 (+ v7 v8)) (+ (* v9 -384) (* v10 -1))) (* -1 (""%"" (+ v7 (+ v8 -203)) 2))))) 192)) (min (/ (min (- v16 178) (- v17 184)) 192) (/ (min (- v15 1) (+ (+ (- (+ v7 v8) 209) (+ (* v9 -384) (* v10 -1))) (* -1 (""%"" (+ (+ v7 v8) -31) 2)))) 192))) (/ (min (min (- v17 182) (- v17 178)) (min (+ v18 -184) (+ v18 -182))) 192)) (min (/ (min (- v19 178) (+ v20 -182)) 192) (/ (min (- v20 178) (- v21 182)) 192))) (min (min (/ (+ v23 -1) 192) (/ (- v23 2) 192)) (min (/ (+ v22 -2) 192) (/ (+ v22 -1) 192))))) (min (/ (+ v25 -2) 192) (min 1 (/ (+ v25 -1) 192)))) (+ (max (min v0 2) 0) -1))))",-1,25,85005,2858,3.009358427,Time Limit : 1.500269187,
9,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min v1 v2 ) 1 ) v2 ) ( / ( - v3 191 ) 192 ) ) ( / ( - v3 2 ) 192 ) ) ( / ( - v3 1 ) 192 ) ) ( / ( - v4 194 ) 192 ) ) ( / ( - v4 193 ) 192 ) ) ( / ( - v4 191 ) 192 ) ) ( / ( - v4 190 ) 192 ) ) ( / ( - v4 189 ) 192 ) ) ( / ( - v4 2 ) 192 ) ) ( / ( - v4 1 ) 192 ) ) ( / ( + v4 1 ) 192 ) ) ( / ( + v4 2 ) 192 ) ) ( / ( + v4 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 193 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 1 ) 192 ) ) ( / ( - v9 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 189 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 15 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 178 ) 192 ) ) ( / ( - v10 182 ) 192 ) ) ( / ( - v10 178 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 11 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 182 ) 192 ) ) ( / ( - v11 2 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 2 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - v13 2 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(<= (min (min (min (min (min (min (- (min v1 v2) 1) (/ (+ v3 -191) 192)) (/ (min (- v3 2) (- v3 1)) 192)) (min (/ (min (min (+ v4 -191) (+ v4 -190)) (min (+ v4 -194) (+ v4 -193))) 192) (min (min (/ (+ v4 -1) 192) (/ (+ 1 v4) 192)) (/ (min (+ v4 -189) (+ v4 -2)) 192)))) (min (/ (+ (+ (* (+ (+ v5 v6) -193) -1) (""%"" (+ (+ v5 v6) -193) 2)) (+ (+ 1 v8) (* v7 384))) -192) (min (/ (+ v9 -1) 192) (min (/ (+ 2 v4) 192) (/ (+ v4 3) 192))))) (min (min (/ (+ (* 2 (/ (+ v6 (+ v5 -189)) 2)) (+ -1 (+ (* v7 -384) (* v8 -1)))) 192) (/ (+ (* (/ (- (+ v5 v6) 15) 2) -2) (+ (+ 178 v8) (* v7 384))) -192)) (/ (min (+ (* 2 (/ (+ (+ v5 v6) -11) 2)) (+ (+ -182 (* v7 -384)) (* v8 -1))) (min (- v11 2) (min (+ v10 -182) (+ v10 -178)))) 192))) (min (/ (min (min (- v12 1) (- v13 2)) (min (- v11 1) (+ v12 -2))) 192) (* -1 (+ (max -2 (/ (+ 191 v13) -192)) 1)))) (- (max (min v0 2) 0) 1))",-1,20,92287,2702,3.016150477,Time Limit : 1.50734176,
10,( <= ( max ( min ( - ( + v0 v1 ) 1 ) v2 ) v1 ) ( max ( min ( + v0 v1 ) v2 ) ( + v1 1 ) ) ),1/0,true,1,0,7,10563,2965,0.031107387919999993,Goal 1 Matched,
