index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition
1,( <= ( max ( / ( - 17 ( % v0 4 ) ) 4 ) ( + ( - ( max ( / ( + ( min ( * v1 2 ) ( + ( % v0 2 ) 5 ) ) ( / v0 2 ) ) 2 ) ( + ( / v0 4 ) v1 ) ) ( + ( / ( - v0 6 ) 4 ) v1 ) ) 2 ) ) 1024 ),1/0,false,"(<= (max (/ (- 17 (""%"" v0 4)) 4) (+ (max (/ (+ (/ (+ v0 10) 2) (min (""%"" v0 2) (+ (* 2 v1) -5))) 2) (+ (/ v0 4) v1)) (+ (* (/ (- v0 6) 4) -1) (+ 2 (* -1 v1))))) 1024)",-1,1,37871,0,2.720148517,Time Limit : 0.248425953,
2,( <= ( max ( / ( - 17 ( % v0 4 ) ) 4 ) ( + ( - ( / ( + ( min ( * v1 2 ) ( + ( % v0 2 ) 20 ) ) ( / v0 2 ) ) 2 ) ( + ( / ( - v0 6 ) 4 ) v1 ) ) 2 ) ) 1024 ),1/0,false,"(! (|| (< 4099 (- 17 (""%"" v0 4))) (< (- 2049 (min (+ (""%"" v0 2) 24) (* 2 (+ 2 v1)))) (+ (+ (/ v0 2) (* -2 v1)) (* -2 (/ (+ v0 -6) 4))))))",-1,3,52612,6,2.2895429849999998,Time Limit : 0.188005766,
3,( <= ( max ( / ( - 8 ( % ( + ( * v0 161 ) v1 ) 2 ) ) 2 ) ( + ( - ( / ( + ( min ( * v2 2 ) 159 ) ( + ( * v0 161 ) v1 ) ) 2 ) ( + ( / ( - ( + ( * v0 161 ) v1 ) 3 ) 2 ) v2 ) ) 2 ) ) 1024 ),1/0,false,"(! (|| (< 2041 (""%"" (+ (* v1 -1) (* v0 -161)) 2)) (< (- (- 1024 (* -1 v2)) (/ (+ (* v0 161) (+ v1 -3)) -2)) (/ (+ (+ (* v0 161) (+ v1 4)) (min (* 2 v2) 159)) 2))))",-1,3,49919,0,2.284185118,Time Limit : 0.187602459,
4,( <= ( max ( max ( min v0 12 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( / ( - v1 15 ) 16 ) ( - v2 1 ) ) ( / ( - v1 14 ) 16 ) ) ( / ( - v1 13 ) 16 ) ) ( / ( - v1 2 ) 16 ) ) ( / ( - v1 1 ) 16 ) ) ( / ( + v1 1 ) 16 ) ) ( / ( - v3 2 ) 16 ) ) ( / ( - v3 1 ) 16 ) ) ( / ( - v4 2 ) 16 ) ) ( / ( - v4 1 ) 16 ) ) ( / ( - v5 2 ) 16 ) ) ( / ( - v5 1 ) 16 ) ) ( / ( - v6 2 ) 16 ) ) ( / ( - v6 1 ) 16 ) ) 11 ) 1 ) ) 0 ) ( max ( min v0 12 ) 0 ) ),1/0,false,(<= (max (max (min v0 12) (min 12 (min (min (min (min (min (min (min (min (min (min (min (min (min (min v2 (/ (+ v1 1) 16)) (/ (+ v1 2) 16)) (/ (+ v1 3) 16)) (/ (+ v1 14) 16)) (/ (+ v1 15) 16)) (/ (+ v1 17) 16)) (/ (+ 14 v3) 16)) (/ (+ 15 v3) 16)) (/ (+ 14 v4) 16)) (/ (+ 15 v4) 16)) (/ (+ 14 v5) 16)) (/ (+ 15 v5) 16)) (/ (+ 14 v6) 16)) (/ (+ 15 v6) 16)))) 0) (max (min v0 12) 0)),-1,1,39436,0,3.083834477,Time Limit : 0.188181674,
5,( <= ( max ( max ( min ( / ( + v0 131 ) 144 ) 2 ) ( + ( min ( / ( - ( min ( + ( min ( min ( min ( min ( min ( min ( - ( min ( / ( + ( + v1 v2 ) 25 ) 2 ) v3 ) ( + ( * v4 288 ) v5 ) ) v6 ) ( - ( min ( / ( + ( + v1 v2 ) 29 ) 2 ) v3 ) ( + ( * v4 288 ) v5 ) ) ) ( + v7 13 ) ) v8 ) v9 ) ( + v7 15 ) ) 128 ) v8 ) 140 ) 144 ) 1 ) 1 ) ) 0 ) ( max ( min ( / ( + v0 131 ) 144 ) 2 ) 0 ) ),1/0,false,(<= (max (max (min (/ (+ v0 131) 144) 2) (min 2 (min (min (min (/ (min (min (min (+ (min (min (/ (+ v1 (+ v2 289)) 2) (+ v3 132)) (+ (+ v6 132) (+ (* 288 v4) v5))) (+ (* -288 v4) (* v5 -1))) (+ (+ 128 (+ (* -288 v4) (* v5 -1))) (min (+ v3 4) (/ (+ (+ v1 v2) 37) 2)))) (+ v7 145)) (+ v8 132)) 144) (/ (+ v9 132) 144)) (/ (+ v7 147) 144)) (/ (+ v8 4) 144)))) 0) (max (min (/ (+ v0 131) 144) 2) 0)),-1,5,38373,0,2.421561642,Time Limit : 0.188559717,
6,( <= ( max ( max ( min v0 24 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( / ( - v1 15 ) 16 ) ( - v2 1 ) ) ( / ( - v1 14 ) 16 ) ) ( / ( - v1 13 ) 16 ) ) ( / ( - v1 2 ) 16 ) ) ( / ( - v1 1 ) 16 ) ) ( / ( + v1 1 ) 16 ) ) ( / ( - v3 2 ) 16 ) ) ( / ( - v3 1 ) 16 ) ) ( / ( - v4 2 ) 16 ) ) ( / ( - v4 1 ) 16 ) ) ( / ( - v5 2 ) 16 ) ) ( / ( - v5 1 ) 16 ) ) ( / ( - v6 2 ) 16 ) ) ( / ( - v6 1 ) 16 ) ) 23 ) 1 ) ) 0 ) ( max ( min v0 24 ) 0 ) ),1/0,false,(<= (max (max (min v0 24) (min 24 (min (min (min (min (min (min (min (min (min (min (min (min (min (min v2 (/ (+ v1 1) 16)) (/ (+ v1 2) 16)) (/ (+ v1 3) 16)) (/ (+ v1 14) 16)) (/ (+ v1 15) 16)) (/ (+ v1 17) 16)) (/ (+ 14 v3) 16)) (/ (+ 15 v3) 16)) (/ (+ 14 v4) 16)) (/ (+ 15 v4) 16)) (/ (+ 14 v5) 16)) (/ (+ 15 v5) 16)) (/ (+ 14 v6) 16)) (/ (+ 15 v6) 16)))) 0) (max (min v0 24) 0)),-1,3,43589,0,3.1506720230000003,Time Limit : 0.18752714,
7,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min ( min ( min v1 v2 ) v3 ) v4 ) 1 ) v2 ) ( / ( - v5 208 ) 192 ) ) ( / ( - v5 207 ) 192 ) ) ( / ( - v5 206 ) 192 ) ) ( / ( - v5 205 ) 192 ) ) ( / ( - v5 191 ) 192 ) ) ( / ( - v5 4 ) 192 ) ) ( / ( - v5 3 ) 192 ) ) ( / ( - v5 2 ) 192 ) ) ( / ( - v5 1 ) 192 ) ) ( / ( - v6 210 ) 192 ) ) ( / ( - v6 209 ) 192 ) ) ( / ( - v6 208 ) 192 ) ) ( / ( - v6 207 ) 192 ) ) ( / ( - v6 206 ) 192 ) ) ( / ( - v6 205 ) 192 ) ) ( / ( - v6 204 ) 192 ) ) ( / ( - v6 203 ) 192 ) ) ( / ( - v6 194 ) 192 ) ) ( / ( - v6 193 ) 192 ) ) ( / ( - v6 191 ) 192 ) ) ( / ( - v6 190 ) 192 ) ) ( / ( - v6 189 ) 192 ) ) ( / ( - v6 4 ) 192 ) ) ( / ( - v6 3 ) 192 ) ) ( / ( - v6 2 ) 192 ) ) ( / ( - v6 1 ) 192 ) ) ( / ( + v6 1 ) 192 ) ) ( / ( + v6 2 ) 192 ) ) ( / ( + v6 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 209 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 203 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) ( / ( - v14 1 ) 192 ) ) ( / ( - v15 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 31 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 178 ) 192 ) ) ( / ( - v16 178 ) 192 ) ) ( / ( - v17 184 ) 192 ) ) ( / ( - v17 182 ) 192 ) ) ( / ( - v17 178 ) 192 ) ) ( / ( - v18 184 ) 192 ) ) ( / ( - v18 182 ) 192 ) ) ( / ( - v19 178 ) 192 ) ) ( / ( - v20 182 ) 192 ) ) ( / ( - v20 178 ) 192 ) ) ( / ( - v21 182 ) 192 ) ) ( / ( - v22 2 ) 192 ) ) ( / ( - v22 1 ) 192 ) ) ( / ( - v23 2 ) 192 ) ) ( / ( - v23 1 ) 192 ) ) ( / ( - v24 4 ) 192 ) ) ( / ( - v24 2 ) 192 ) ) ( / ( - v24 1 ) 192 ) ) ( / ( - v25 4 ) 192 ) ) ( / ( - v25 2 ) 192 ) ) ( / ( - v25 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(<= (max (max (min v0 2) (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min v1 v2) v3) v4) (+ v2 1)) (/ (+ v5 -16) 192)) (/ (+ v5 -15) 192)) (/ (+ v5 -14) 192)) (/ (+ v5 -13) 192)) (/ (+ 1 v5) 192)) (/ (+ v5 188) 192)) (/ (+ v5 189) 192)) (/ (+ v5 190) 192)) (/ (+ v5 191) 192)) (/ (+ v6 -18) 192)) (/ (+ v6 -17) 192)) (/ (+ v6 -16) 192)) (/ (+ v6 -15) 192)) (/ (+ v6 -14) 192)) (/ (+ v6 -13) 192)) (/ (+ v6 -12) 192)) (/ (+ v6 -11) 192)) (/ (+ v6 -2) 192)) (/ (+ v6 -1) 192)) (/ (+ 1 v6) 192)) (/ (+ 2 v6) 192)) (/ (+ 3 v6) 192)) (/ (+ v6 188) 192)) (/ (+ v6 189) 192)) (/ (+ v6 190) 192)) (/ (+ 191 v6) 192)) (/ (+ v6 193) 192)) (/ (+ v6 194) 192)) (/ (+ v6 195) 192)) (/ (+ (- (+ (+ v7 v8) -209) (""%"" (+ (+ v7 v8) -209) 2)) (+ 191 (+ (* -384 v9) (* v10 -1)))) 192)) (/ (+ 191 v11) 192)) (/ (+ 191 v12) 192)) (/ (+ (- (+ v7 (+ v8 -203)) (""%"" (+ (+ v7 v8) 203) 2)) (+ 191 (+ (* -384 v9) (* v10 -1)))) 192)) (/ (+ 191 v13) 192)) (/ (+ 191 v14) 192)) (/ (+ 191 v15) 192)) (/ (+ (- (+ v7 (+ v8 -31)) (""%"" (+ (+ v7 v8) 31) 2)) (+ (+ (* -384 v9) (* v10 -1)) 14)) 192)) (/ (+ v16 14) 192)) (/ (+ v17 8) 192)) (/ (+ v17 10) 192)) (/ (+ v17 14) 192)) (/ (+ v18 8) 192)) (/ (+ v18 10) 192)) (/ (+ v19 14) 192)) (/ (+ v20 10) 192)) (/ (+ v20 14) 192)) (/ (+ v21 10) 192)) (/ (+ 190 v22) 192)) (/ (+ 191 v22) 192)) (/ (+ 190 v23) 192)) (/ (+ 191 v23) 192)) (/ (+ v24 188) 192)) (/ (+ 190 v24) 192)) (/ (+ 191 v24) 192)) (/ (+ v25 188) 192)) (/ (+ 190 v25) 192)) (/ (+ 191 v25) 192)) 2)) 0) (max (min v0 2) 0))",-1,2,95555,209,2.7634588449999997,Time Limit : 0.188462025,
8,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min ( min ( min v1 v2 ) v3 ) v4 ) 1 ) v2 ) ( / ( - v5 191 ) 192 ) ) ( / ( - v5 2 ) 192 ) ) ( / ( - v5 1 ) 192 ) ) ( / ( - v6 210 ) 192 ) ) ( / ( - v6 209 ) 192 ) ) ( / ( - v6 208 ) 192 ) ) ( / ( - v6 207 ) 192 ) ) ( / ( - v6 206 ) 192 ) ) ( / ( - v6 205 ) 192 ) ) ( / ( - v6 204 ) 192 ) ) ( / ( - v6 203 ) 192 ) ) ( / ( - v6 194 ) 192 ) ) ( / ( - v6 193 ) 192 ) ) ( / ( - v6 191 ) 192 ) ) ( / ( - v6 190 ) 192 ) ) ( / ( - v6 189 ) 192 ) ) ( / ( - v6 4 ) 192 ) ) ( / ( - v6 3 ) 192 ) ) ( / ( - v6 2 ) 192 ) ) ( / ( - v6 1 ) 192 ) ) ( / ( + v6 1 ) 192 ) ) ( / ( + v6 2 ) 192 ) ) ( / ( + v6 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 209 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 203 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 1 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) ( / ( - v14 1 ) 192 ) ) ( / ( - v15 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v7 v8 ) 31 ) 2 ) 2 ) ( + ( * v9 384 ) v10 ) ) 178 ) 192 ) ) ( / ( - v16 178 ) 192 ) ) ( / ( - v17 184 ) 192 ) ) ( / ( - v17 182 ) 192 ) ) ( / ( - v17 178 ) 192 ) ) ( / ( - v18 184 ) 192 ) ) ( / ( - v18 182 ) 192 ) ) ( / ( - v19 178 ) 192 ) ) ( / ( - v20 182 ) 192 ) ) ( / ( - v20 178 ) 192 ) ) ( / ( - v21 182 ) 192 ) ) ( / ( - v22 2 ) 192 ) ) ( / ( - v22 1 ) 192 ) ) ( / ( - v23 2 ) 192 ) ) ( / ( - v23 1 ) 192 ) ) ( / ( - v24 4 ) 192 ) ) ( / ( - v24 2 ) 192 ) ) ( / ( - v24 1 ) 192 ) ) ( / ( - v25 4 ) 192 ) ) ( / ( - v25 2 ) 192 ) ) ( / ( - v25 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(<= (max (max (min v0 2) (min 2 (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (/ (+ v6 3) 192) (min (/ (+ 2 v6) 192) (min (/ (+ 1 v6) 192) (min (/ (+ v6 -1) 192) (min (/ (+ v6 -2) 192) (min (min (min (min (min (min (min (min (min (min (min (min (min v4 (min v3 (min v1 v2))) (+ 1 v2)) (/ (+ 1 v5) 192)) (/ (+ v5 190) 192)) (/ (+ v5 191) 192)) (/ (+ v6 -18) 192)) (/ (+ v6 -17) 192)) (/ (+ v6 -16) 192)) (/ (+ v6 -15) 192)) (/ (+ v6 -14) 192)) (/ (+ v6 -13) 192)) (/ (+ v6 -12) 192)) (/ (+ v6 -11) 192))))))) (/ (+ v6 188) 192)) (/ (+ v6 189) 192)) (/ (+ v6 190) 192)) (/ (+ 191 v6) 192)) (/ (+ v6 193) 192)) (/ (+ v6 194) 192)) (/ (+ v6 195) 192)) (/ (+ (- (- (+ v7 v8) 209) (""%"" (- (+ v7 v8) 209) 2)) (+ 191 (+ (* -384 v9) (* v10 -1)))) 192)) (/ (+ 191 v11) 192)) (/ (+ 191 v12) 192)) (/ (+ (- (+ v7 (+ v8 -203)) (""%"" (+ (+ v7 v8) 203) 2)) (+ 191 (+ (* -384 v9) (* v10 -1)))) 192)) (/ (+ 191 v13) 192)) (/ (+ 191 v14) 192)) (/ (+ 191 v15) 192)) (/ (+ (- (- (+ v7 v8) 31) (""%"" (- (+ v7 v8) 31) 2)) (+ (+ (* -384 v9) (* v10 -1)) 14)) 192)) (/ (+ v16 14) 192)) (/ (+ v17 8) 192)) (/ (+ v17 10) 192)) (/ (+ v17 14) 192)) (/ (+ v18 8) 192)) (/ (+ v18 10) 192)) (/ (+ v19 14) 192)) (/ (+ v20 10) 192)) (/ (+ v20 14) 192)) (/ (+ v21 10) 192)) (/ (+ 190 v22) 192)) (/ (+ 191 v22) 192)) (/ (+ 190 v23) 192)) (/ (+ 191 v23) 192)) (/ (+ v24 188) 192)) (/ (+ 190 v24) 192)) (/ (+ 191 v24) 192)) (/ (+ v25 188) 192)) (/ (+ 190 v25) 192)) (/ (+ 191 v25) 192)))) 0) (max (min v0 2) 0))",-1,5,58244,1,2.7030707990000002,Time Limit : 0.18814955,
9,( <= ( max ( max ( min v0 2 ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min ( - ( min v1 v2 ) 1 ) v2 ) ( / ( - v3 191 ) 192 ) ) ( / ( - v3 2 ) 192 ) ) ( / ( - v3 1 ) 192 ) ) ( / ( - v4 194 ) 192 ) ) ( / ( - v4 193 ) 192 ) ) ( / ( - v4 191 ) 192 ) ) ( / ( - v4 190 ) 192 ) ) ( / ( - v4 189 ) 192 ) ) ( / ( - v4 2 ) 192 ) ) ( / ( - v4 1 ) 192 ) ) ( / ( + v4 1 ) 192 ) ) ( / ( + v4 2 ) 192 ) ) ( / ( + v4 3 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 193 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 1 ) 192 ) ) ( / ( - v9 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 189 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 1 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 15 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 178 ) 192 ) ) ( / ( - v10 182 ) 192 ) ) ( / ( - v10 178 ) 192 ) ) ( / ( - ( - ( * ( / ( - ( + v5 v6 ) 11 ) 2 ) 2 ) ( + ( * v7 384 ) v8 ) ) 182 ) 192 ) ) ( / ( - v11 2 ) 192 ) ) ( / ( - v11 1 ) 192 ) ) ( / ( - v12 2 ) 192 ) ) ( / ( - v12 1 ) 192 ) ) ( / ( - v13 2 ) 192 ) ) ( / ( - v13 1 ) 192 ) ) 1 ) 1 ) ) 0 ) ( max ( min v0 2 ) 0 ) ),1/0,false,"(&& (<= (max (min v0 2) (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min (min v1 v2) (+ v2 1)) (/ (+ 1 v3) 192)) (/ (+ v3 190) 192)) (/ (+ v3 191) 192)) (/ (+ v4 -2) 192)) (/ (- v4 1) 192)) (/ (+ 1 v4) 192)) (/ (+ 2 v4) 192)) (/ (+ v4 3) 192)) (/ (+ v4 190) 192)) (/ (+ 191 v4) 192)) (/ (+ v4 193) 192)) (/ (+ v4 194) 192)) (/ (+ v4 195) 192)) (/ (+ (- (+ (+ v5 v6) -193) (""%"" (+ (+ v5 v6) -193) 2)) (+ 191 (+ (* -384 v7) (* v8 -1)))) 192)) (/ (+ 191 v9) 192)) (/ (+ (* 2 (/ (+ (+ v5 v6) -189) 2)) (+ 191 (+ (* -384 v7) (* v8 -1)))) 192)) (/ (+ (- (+ (+ v5 v6) -15) (""%"" (+ (+ v5 v6) -15) 2)) (+ (+ (* -384 v7) (* v8 -1)) 14)) 192)) (/ (+ v10 10) 192)) (/ (+ v10 14) 192)) (/ (+ (- (+ v5 (+ v6 -11)) (""%"" (+ v5 (+ v6 -11)) 2)) (+ (+ (* -384 v7) (* v8 -1)) 10)) 192)) (/ (+ 190 v11) 192)) (/ (+ 191 v11) 192)) (/ (+ 190 v12) 192)) (/ (+ 191 v12) 192)) (/ (+ 190 v13) 192)) (/ (+ 191 v13) 192)) 2)) (+ (+ (+ (+ (+ (+ (+ (+ (max (min v0 2) 0) -1) 1) -1) 1) -1) 1) -1) 1)) (<= 0 (+ (+ (+ (+ (+ (+ (+ (+ (max (min v0 2) 0) -1) 1) -1) 1) -1) 1) -1) 1)))",-1,2,100451,618,2.741107654,Time Limit : 0.187604276,
10,( <= ( max ( min ( - ( + v0 v1 ) 1 ) v2 ) v1 ) ( max ( min ( + v0 v1 ) v2 ) ( + v1 1 ) ) ),1/0,false,(<= (max (min (+ (+ v0 v1) -1) v2) v1) (max (min (+ v0 v1) v2) (+ v1 1))),-1,1,55610,0,2.3333734600000002,Time Limit : 0.221097007,
