index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition,halide_result,halide_time
1,( max ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) ),(+ 2 (* 2 (/ (+ v0 (+ v1 126)) 128))),true,(+ 2 (* 2 (/ (+ v0 (+ v1 126)) 128))),-1,16,10778,2547,5.354654576,Time Limit : 5.3535047,,( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ),5.0
2,( max ( / v0 2 ) ( / ( + v0 1 ) 2 ) ),(/ (- -1 v0) -2),true,(/ (- -1 v0) -2),-1,28,15155,3368,5.027033834,Time Limit : 5.026097679,,( / ( + v0 1 ) 2 ),264.0
3,( + ( * ( min ( + ( * v0 64 ) v1 ) ( - v2 63 ) ) 0 ) ( + -1 v3 ) ),(+ -1 v3),true,(+ -1 v3),-1,71,106714,3697,5.0534997409999995,Time Limit : 5.04427328,,( - v3 1 ),6.0
4,( - 256 v0 ),(- 256 v0),true,(- 256 v0),-1,3,8,0,0.000201122,Saturation,,( - 256 v0 ),10.0
5,( + 0 ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ),(/ (+ v1 (+ -98 (min v0 98))) 16),true,(/ (+ v1 (+ -98 (min v0 98))) 16),-1,82,59684,6880,5.008733877,Time Limit : 5.000060142,,( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),7.0
6,( + ( - ( + v0 v1 ) 64 ) 63 ),(+ v0 (+ v1 -1)),true,(+ v0 (+ v1 -1)),-1,6,55,0,0.0005306309999999999,Saturation,,( - ( + v0 v1 ) 1 ),24.0
7,( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),(+ (/ (+ v1 (min v0 8)) 4) -2),true,(+ (/ (+ v1 (min v0 8)) 4) -2),-1,71,104435,7042,5.016644319999999,Time Limit : 5.008046401,,( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),8.0
8,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 4 ),(/ (/ (+ v0 (+ v1 1)) 2) 4),true,(/ (/ (+ v0 (+ v1 1)) 2) 4),-1,4,19,0,0.000312849,Saturation,,( / ( + ( + v0 v1 ) 1 ) 8 ),4.0
9,( max ( + ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),(+ 1 (+ v0 v0)),true,(+ 1 (+ v0 v0)),-1,29,11368,5112,5.037142198,Time Limit : 5.03647541,,( + ( * v0 2 ) 1 ),6.0
10,( + ( + ( / ( + v0 242 ) 4 ) v1 ) 0 ),(+ (/ (+ 242 v0) 4) v1),true,(+ (/ (+ 242 v0) 4) v1),-1,8,46,7,0.0010262799999999999,Saturation,,( + ( / ( + v0 242 ) 4 ) v1 ),3.0
11,( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),(+ v0 -7),true,(+ v0 -7),-1,30,13059,4739,5.021178234000001,Time Limit : 5.020316052,,( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),19.0
12,( + ( max ( min ( + v0 ( * 7 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),(+ (max v2 (min (+ v0 7) (+ (+ v1 v2) -1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),true,(+ (max v2 (min (+ v0 7) (+ (+ v1 v2) -1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),-1,59,79391,3925,5.027823260000001,Time Limit : 5.023695837,,( + ( max ( - ( min ( + v0 8 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),15.0
13,( + ( - ( + ( * v0 2 ) v1 ) 5 ) 0 ),(+ (* v0 2) (+ v1 -5)),true,(+ (* v0 2) (+ v1 -5)),-1,6,34,7,0.000568587,Saturation,,( - ( + ( * v0 2 ) v1 ) 5 ),3.0
14,( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) ),"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",true,"(min v0 (+ (+ v0 (""%"" (- v1 v0) 8)) 7))",-1,43,38064,5032,5.2832245570000005,Time Limit : 5.281145074,,( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),23.0
15,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),"(+ (- (max (max (/ (+ v0 v1) 2) (+ 2 (* 2 (min v2 (+ (""%"" (- v3 v2) 8) (+ v2 7)))))) (min v4 (+ 7 (+ v4 (""%"" (- v5 v4) 8))))) (min v5 (min (min (+ (* 2 (min v3 (+ v2 -7))) -1) (/ (min (- (+ v1 (min v0 64)) 63) (+ (+ v1 (min v0 64)) -64)) 2)) (+ v4 -7)))) 1)",true,"(+ (- (max (max (/ (+ v0 v1) 2) (+ 2 (* 2 (min v2 (+ (""%"" (- v3 v2) 8) (+ v2 7)))))) (min v4 (+ 7 (+ v4 (""%"" (- v5 v4) 8))))) (min v5 (min (min (+ (* 2 (min v3 (+ v2 -7))) -1) (/ (min (- (+ v1 (min v0 64)) 63) (+ (+ v1 (min v0 64)) -64)) 2)) (+ v4 -7)))) 1)",-1,64,74323,6267,5.085031547000001,Time Limit : 5.0798606490000004,,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),17.0
16,( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( min ( / ( - ( + v0 v1 ) 386 ) 64 ) ( + ( / v1 64 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / v1 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) ) 1 ) 2 ) ),(max (+ 7 (max (/ (min (+ (+ v0 v1) -386) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 62) 64) (/ v1 -64)) 8) 512))) 64) (+ 9 (* 2 (/ (min (+ v0 (+ v1 -770)) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 126) 128) (/ v1 -128)) 8) 1024))) 128))))) (+ (/ (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (+ (/ (+ v0 (+ v1 30)) 32) (/ v1 -32)) 8) 256))) 32) 2) 4)),true,(max (+ 7 (max (/ (min (+ (+ v0 v1) -386) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 62) 64) (/ v1 -64)) 8) 512))) 64) (+ 9 (* 2 (/ (min (+ v0 (+ v1 -770)) (+ v1 (* (/ (+ (/ (+ (+ v0 v1) 126) 128) (/ v1 -128)) 8) 1024))) 128))))) (+ (/ (/ (min (- (+ v0 v1) 194) (+ v1 (* (/ (+ (/ (+ v0 (+ v1 30)) 32) (/ v1 -32)) 8) 256))) 32) 2) 4)),-1,42,43690,1049,6.038831807999999,Time Limit : 6.03316705,,( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( min ( / ( - ( + v0 v1 ) 386 ) 64 ) ( + ( / v1 64 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / v1 64 ) ) 8 ) 8 ) ) ) ( + ( * ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) 2 ) 9 ) ) 7 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ),29.0
17,( - ( / ( + ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ) 8 ) 1 ),(/ (+ (/ (+ (+ v4 v5) (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) 6)) 16) (/ (+ v5 (min (+ v2 (* v1 8)) (+ v3 -7))) -16)) 8),true,(/ (+ (/ (+ (+ v4 v5) (+ (min (+ (* (+ v0 v1) 8) v2) (+ v3 1)) 6)) 16) (/ (+ v5 (min (+ v2 (* v1 8)) (+ v3 -7))) -16)) 8),-1,76,85507,24362,5.010030548,Time Limit : 5.004473841,,( / ( - ( / ( + ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 6 ) 16 ) ( / ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) 16 ) ) 8 ),40.0
18,( / ( + v0 1 ) 2 ),(/ (+ v0 1) 2),true,(/ (+ v0 1) 2),-1,2,6,0,0.000144335,Saturation,,( / ( + v0 1 ) 2 ),6.0
19,( min ( max ( / ( + ( - v0 v1 ) 255 ) 256 ) 0 ) v2 ),(min (max (/ (+ 255 (- v0 v1)) 256) 0) v2),true,(min (max (/ (+ 255 (- v0 v1)) 256) 0) v2),-1,9,109,23,0.002349478,Saturation,,( min ( max ( / ( + ( - v0 v1 ) 255 ) 256 ) 0 ) v2 ),8.0
20,( + 0 ( min ( - v0 7 ) v1 ) ),(min (- v0 7) v1),true,(min (- v0 7) v1),-1,89,97573,11456,5.010215332,Time Limit : 5.00379054,,( min ( - v0 7 ) v1 ),5.0
21,( + v0 v1 ),(+ v0 v1),true,(+ v0 v1),-1,2,4,0,0.000136663,Saturation,,( + v1 v0 ),7.0
22,( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ),(min (+ (* (min v3 (+ v2 -7)) 2) -1) (min (+ v4 -7) (min (/ (- (+ (min v0 26) v1) 26) 4) v5))),true,(min (+ (* (min v3 (+ v2 -7)) 2) -1) (min (+ v4 -7) (min (/ (- (+ (min v0 26) v1) 26) 4) v5))),-1,71,46764,5139,5.043434786,Time Limit : 5.040333539,,( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v4 7 ) ) v5 ),24.0
23,( / v0 2 ),(/ v0 2),true,(/ v0 2),-1,1,3,0,0.000071889,Saturation,,( / v0 2 ),5.0
24,( + ( min ( - v0 63 ) v1 ) 63 ),(min v0 (+ 63 v1)),true,(min v0 (+ 63 v1)),-1,79,69197,6697,5.0071487679999995,Time Limit : 5.003512581,,( min ( + v1 63 ) v0 ),6.0
25,( + ( max ( min ( + v0 ( * 3 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * v3 v4 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),(+ (max v2 (min (+ v0 3) (+ (+ v1 v2) -1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),true,(+ (max v2 (min (+ v0 3) (+ (+ v1 v2) -1))) (- (+ (* v3 v4) (* v8 (max v6 (min (+ (+ v5 v6) -1) v7)))) (+ (* v6 v8) (+ v2 (* v4 v9))))),-1,59,79391,3925,5.023850233,Time Limit : 5.019654912,,( + ( max ( - ( min ( + v0 4 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * v4 v3 ) ( * ( max ( min ( - ( + v5 v6 ) 1 ) v7 ) v6 ) v8 ) ) ( + ( * v6 v8 ) ( + ( * v9 v4 ) v2 ) ) ) ),16.0
26,( / ( + ( + v0 v1 ) 1 ) 2 ),(/ (+ (+ v0 v1) 1) 2),true,(/ (+ (+ v0 v1) 1) 2),-1,4,17,0,0.000274473,Saturation,,( / ( + ( + v0 v1 ) 1 ) 2 ),6.0
27,( / ( + v0 258 ) 4 ),(/ (+ v0 258) 4),true,(/ (+ v0 258) 4),-1,2,6,0,0.000124718,Saturation,,( / ( + v0 258 ) 4 ),2.0
28,( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),"(/ (+ 254 (+ v0 (""%"" v1 128))) 128)",true,"(/ (+ 254 (+ v0 (""%"" v1 128))) 128)",-1,115,44594,9487,5.001625333999999,Time Limit : 5.000028755,,( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),11.0
29,( / ( / ( + v0 v1 ) 4 ) 2 ),(/ (/ (+ v0 v1) 4) 2),true,(/ (/ (+ v0 v1) 4) 2),-1,2,8,0,0.000135186,Saturation,,( / ( + v0 v1 ) 8 ),19.0
30,( / ( - ( / ( + ( min v0 64 ) v1 ) 2 ) 32 ) 2 ),(/ (/ (+ (min v0 64) (- v1 64)) 2) 2),true,(/ (/ (+ (min v0 64) (- v1 64)) 2) 2),-1,70,86523,20190,5.049257741,Time Limit : 5.012183526,,( - ( / ( + ( min v0 64 ) v1 ) 4 ) 16 ),9.0
31,( && ( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) ( && ( != v0 v1 ) ( == v2 v3 ) ) ) ( && ( != v0 v1 ) ( == v4 v5 ) ) ) 1 ) 1 ),0,true,0,-1,64,99400,325003,6.336674812,Time Limit : 5.031548147,,0,24.0
32,( min ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) v2 ),"(min (/ (+ v0 (+ -770 (""%"" v1 128))) 128) v2)",true,"(min (/ (+ v0 (+ -770 (""%"" v1 128))) 128) v2)",-1,68,52411,8510,5.003602019000001,Time Limit : 5.00042535,,( min ( - ( / ( - ( + v0 v1 ) 770 ) 128 ) ( / v1 128 ) ) v2 ),11.0
33,( + v0 ( min ( * v1 64 ) ( - v2 64 ) ) ),(+ v0 (min (* v1 64) (- v2 64))),true,(+ v0 (min (* v1 64) (- v2 64))),-1,82,61875,6043,5.005371838000001,Time Limit : 5.002270796,,( + ( min ( * v1 64 ) ( - v2 64 ) ) v0 ),6.0
34,( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ),(min (/ v0 32) (- (+ v1 v1) 1)),true,(min (/ v0 32) (- (+ v1 v1) 1)),-1,74,71466,18410,5.006580877000001,Time Limit : 5.000230661,,( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ),13.0
35,( * v0 256 ),(* v0 256),true,(* v0 256),-1,2,4,0,0.000133788,Saturation,,( * v0 256 ),4.0
36,( min ( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ) ( / ( - ( / ( + ( min v2 64 ) v0 ) 16 ) 4 ) 2 ) ),(min (- (* v1 2) 1) (+ -2 (min (/ (+ v0 (min v2 64)) 32) (/ (/ (+ v0 (min v2 64)) 16) 2)))),true,(min (- (* v1 2) 1) (+ -2 (min (/ (+ v0 (min v2 64)) 32) (/ (/ (+ v0 (min v2 64)) 16) 2)))),-1,40,42726,8957,5.124380417,Time Limit : 5.121620361,,( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ),13.0
37,( + ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 1 ),"(/ (+ (""%"" v1 128) (+ v0 254)) 128)",true,"(/ (+ (""%"" v1 128) (+ v0 254)) 128)",-1,120,32814,16009,5.008144547000001,Time Limit : 5.00583055,,( + ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 1 ),12.0
38,( min ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ( + 0 ( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ) ) ),(/ (+ (+ (min v0 194) v1) -194) 32),true,(/ (+ (+ (min v0 194) v1) -194) 32),-1,37,36508,7697,5.002674334,Time Limit : 5.00000877,,( / ( - ( + ( min v0 194 ) v1 ) 194 ) 32 ),6.0
39,( * v0 256 ),(* v0 256),true,(* v0 256),-1,2,4,0,0.000125393,Saturation,,( * v0 256 ),3.0
40,( + v0 0 ),v0,true,v0,-1,2,4,0,0.000121698,Saturation,,v0,3.0
41,( min ( - ( * ( min ( - v0 31 ) v1 ) 2 ) 1 ) ( + ( * ( + 0 ( min ( - v0 31 ) v1 ) ) 2 ) 2 ) ),(+ (* (min (+ v0 -31) v1) 2) -1),true,(+ (* (min (+ v0 -31) v1) 2) -1),-1,33,24660,4997,6.400088738000001,Time Limit : 6.39858235,,( - ( * ( min ( - v0 31 ) v1 ) 2 ) 1 ),6.0
42,( max ( + ( * v0 2 ) 2 ) ( * v0 2 ) ),(+ 2 (+ v0 v0)),true,(+ 2 (+ v0 v0)),-1,24,13944,3499,5.382486236,Time Limit : 5.381771707,,( + ( * v0 2 ) 2 ),6.0
43,( / ( + ( % ( + v0 v1 ) 4 ) 262 ) 4 ),"(/ (+ (""%"" (+ v0 v1) 4) 262) 4)",true,"(/ (+ (""%"" (+ v0 v1) 4) 262) 4)",-1,2,10,0,0.000234475,Saturation,,( / ( + ( % ( + v0 v1 ) 4 ) 262 ) 4 ),12.0
44,( + ( / ( - ( + ( min v0 256 ) v1 ) 256 ) 2 ) 128 ),(/ (+ v1 (min v0 256)) 2),true,(/ (+ v1 (min v0 256)) 2),-1,100,52710,14644,5.004012855,Time Limit : 5.001160405,,( / ( + ( min v0 256 ) v1 ) 2 ),5.0
45,( max ( / ( + 7 ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ) 2 ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ) 1 ) 2 ) ),(/ (+ 7 (/ (min (+ (+ v1 (min v0 8)) (* 64 (/ (+ (/ (+ (+ v0 v1) 6) 8) (/ (+ v1 (+ (min v0 8) -8)) -8)) 8))) (+ (+ (+ v0 v1) -50) 8)) 8)) 2),true,(/ (+ 7 (/ (min (+ (+ v1 (min v0 8)) (* 64 (/ (+ (/ (+ (+ v0 v1) 6) 8) (/ (+ v1 (+ (min v0 8) -8)) -8)) 8))) (+ (+ (+ v0 v1) -50) 8)) 8)) 2),-1,43,45741,7674,5.15555623,Time Limit : 5.152576164,,( / ( + ( max ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ( min ( / ( - ( + v0 v1 ) 42 ) 8 ) ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) ) ) 7 ) 2 ),55.0
46,( min ( - ( * v0 2 ) 1 ) ( / v1 2 ) ),(min (- (+ v0 v0) 1) (/ v1 2)),true,(min (- (+ v0 v0) 1) (/ v1 2)),-1,68,71538,10782,5.015812190999999,Time Limit : 5.01055483,,( min ( / v1 2 ) ( - ( * v0 2 ) 1 ) ),3.0
47,( min ( min ( min ( - v0 63 ) v1 ) ( / v2 2 ) ) ( - ( * ( min ( - v3 63 ) v4 ) 2 ) 1 ) ),(min (/ v2 2) (min (min (- v0 63) v1) (+ (* 2 (min (+ v3 -63) v4)) -1))),true,(min (/ v2 2) (min (min (- v0 63) v1) (+ (* 2 (min (+ v3 -63) v4)) -1))),-1,73,77175,8443,5.005473012000001,Time Limit : 5.00105364,,( min ( min ( min ( - v0 63 ) v1 ) ( / v2 2 ) ) ( - ( * ( min ( - v3 63 ) v4 ) 2 ) 1 ) ),8.0
48,( / ( + ( + v0 v1 ) 30 ) 32 ),(/ (+ (+ v0 v1) 30) 32),true,(/ (+ (+ v0 v1) 30) 32),-1,4,17,0,0.000271101,Saturation,,( / ( + ( + v0 v1 ) 30 ) 32 ),3.0
49,( >= ( / ( + v0 v1 ) 2 ) ( + ( / ( + ( + ( - v0 1 ) v1 ) 1 ) 2 ) 1 ) ),-4,true,-4,-1,11,14,3406,0.053077602,Saturation,,0,41.0
50,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),"(max (/ (+ (+ v0 v1) 30) 32) (max (+ 2 (* 2 v2)) (max (/ (min (+ (max (/ (+ v0 (+ v1 -98)) -16) (+ (""%"" (+ (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) -16)) 8) (/ (+ (+ v0 v1) 14) -16))) -7) (max (/ (+ (+ v0 v1) 30) -16) (+ (""%"" (+ (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) -16)) 8) (+ -8 (/ (+ (+ v0 v1) 14) -16))))) -2) v3)))",true,"(max (/ (+ (+ v0 v1) 30) 32) (max (+ 2 (* 2 v2)) (max (/ (min (+ (max (/ (+ v0 (+ v1 -98)) -16) (+ (""%"" (+ (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) -16)) 8) (/ (+ (+ v0 v1) 14) -16))) -7) (max (/ (+ (+ v0 v1) 30) -16) (+ (""%"" (+ (/ (+ (+ v0 v1) 14) 16) (/ (+ (+ v1 (min v0 8)) -8) -16)) 8) (+ -8 (/ (+ (+ v0 v1) 14) -16))))) -2) v3)))",-1,63,69083,9218,5.021250284,Time Limit : 5.016825472,,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),74.0
