index,start_expression,end_expression,result,best_expr,total_time,class,condition
11,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 7 4 ) v0 ) 3 ) ( + ( + ( * ( - ( + 8 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + ( * v1 500 ) v2 ) ( + ( + ( * v1 500 ) 0 ) v2 ) ) ) ( >= ( + ( + ( * v1 500 ) v2 ) 499 ) ( + ( + ( * v1 500 ) ( - ( + 500 0 ) 1 ) ) v2 ) ) ) ( <= v3 v3 ) ) ( >= ( - ( + v4 v3 ) 1 ) ( - ( + v4 v3 ) 1 ) ) ),1/0,true,1,0.000845074,0,0
12,( && ( && ( && ( && ( && ( && 1 ( <= v0 v0 ) ) ( >= v0 v0 ) ) ( <= ( + ( + ( * 0 4 ) v1 ) 0 ) ( + ( + ( * 0 4 ) v1 ) 0 ) ) ) ( >= ( + ( + ( * 2 4 ) v1 ) 3 ) ( + ( + ( * 2 4 ) v1 ) ( - ( + 4 0 ) 1 ) ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1/0,true,1,0.000405187,0,0
13,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * v0 3 ) v1 ) v2 ) 3 ) ( - ( + ( + ( * v0 3 ) v1 ) v2 ) 3 ) ) ) ( >= ( - ( + ( + ( * v0 3 ) v1 ) v2 ) 3 ) ( - ( + ( + ( * v0 3 ) v1 ) v2 ) 3 ) ) ) ( <= ( - ( + ( + ( * 0 4 ) v3 ) 0 ) 5 ) ( - v3 5 ) ) ) ( >= ( - ( + ( + ( * 126 4 ) v3 ) 3 ) 5 ) ( + v3 501 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ),1/0,true,1,1.503680297,3,0
14,( > ( - 0 v0 ) ( - 124 v0 ) ),1/0,true,0,0.002143096,3,0
15,( <= ( max 0 ( + ( min ( / ( - 490 ( % ( + ( + ( min ( + ( * v0 500 ) 500 ) v1 ) v2 ) 7 ) 8 ) ) 32 ) ( - ( + 0 ( / ( + ( % v3 8 ) 539 ) 32 ) ) 1 ) ) 1 ) ) 0 ),1/0,false,"(<= (min (/ (- 490 (""%"" (+ (min (* 500 v0) (+ v1 -500)) (+ 500 (+ 7 v2))) 8)) 32) (+ (/ (+ (""%"" v3 8) 539) 32) -1)) -1)",2.770165503,-1,0
16,( == ( - v0 ( * v1 255 ) ) ( - v0 ( * v1 255 ) ) ),1/0,true,1,0.000648903,0,0
17,( == ( max ( min ( max ( / ( + ( - v0 ( * ( / v1 4 ) 4 ) ) 80 ) 64 ) 0 ) ( / ( + v2 74 ) 64 ) ) ( / ( + ( min ( - ( min ( + v3 v0 ) ( + ( min ( + ( + v3 v0 ) 69 ) v4 ) 7 ) ) ( * ( / v1 4 ) 4 ) ) ( + v2 70 ) ) 4 ) 64 ) ) ( max ( min ( max ( / ( + ( - v0 ( * ( / v1 4 ) 4 ) ) 80 ) 64 ) 0 ) ( / ( + v2 74 ) 64 ) ) ( / ( + ( min ( - ( min ( + v3 v0 ) ( + ( min ( + ( + v3 v0 ) 69 ) v4 ) 7 ) ) ( * ( / v1 4 ) 4 ) ) ( + v2 70 ) ) 4 ) 64 ) ) ),1/0,true,1,0.000637855,0,0
771,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 15 4 ) v0 ) 3 ) ( + ( + ( * ( - ( + 16 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + v1 v2 ) ( + v1 v2 ) ) ) ( >= ( + v1 v2 ) ( + v1 v2 ) ) ) ( <= v3 v3 ) ) ( >= ( - ( + v4 v3 ) 1 ) ( - ( + v4 v3 ) 1 ) ) ),1/0,true,1,0.000705346,0,0
772,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 14 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 14 ) ) ),1/0,true,1,0.000557602,0,0
1369,( == ( min ( * ( + ( * v0 2 ) v1 ) 4 ) ( + ( * v2 8 ) 28 ) ) ( min ( * ( + ( * v0 2 ) v1 ) 4 ) ( + ( * v2 8 ) 28 ) ) ),1/0,true,1,0.000562601,0,0
1370,( != ( / ( + v0 264 ) 252 ) 0 ),1/0,false,(!= (/ (+ v0 264) 252) 0),0.004829587,-1,0
1371,( == ( + ( / ( - -528 ( % ( + ( min ( * v0 500 ) ( - v1 500 ) ) v2 ) 4 ) ) 4 ) ( * v3 4 ) ) ( + ( / ( - -528 ( % ( + ( min ( * v0 500 ) ( - v1 500 ) ) v2 ) 4 ) ) 4 ) ( * v3 4 ) ) ),1/0,true,1,0.000513776,0,0
1372,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * ( + ( * v0 8 ) v1 ) 4 ) v2 ) 0 ) ( + ( * ( + ( * v0 8 ) v1 ) 4 ) v2 ) ) ) ( >= ( + ( + ( * ( + ( * v0 8 ) v1 ) 4 ) v2 ) 3 ) ( + ( + ( * ( + ( * v0 8 ) v1 ) 4 ) 3 ) v2 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) ) ( >= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) ),1/0,true,1,0.000943026,0,0
1373,( == ( * ( / ( * v0 -500 ) 4 ) 4 ) ( * v0 -500 ) ),1/0,false,"(== 0 (""%"" (* -500 v0) 4))",0.007753979,-1,0
1374,( == ( + ( / v0 8 ) ( * v1 128 ) ) ( + ( / v0 8 ) ( * v1 128 ) ) ),1/0,true,1,0.000496162,0,0
1375,( == ( min ( * ( min ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( + ( + ( max ( min ( / v1 16 ) 126 ) 2 ) ( * v2 64 ) ) 61 ) ) 2 ) ( + ( + ( * v3 16 ) ( + ( min ( * v4 2 ) 253 ) ( * v5 64 ) ) ) 10 ) ) ( min ( * ( min ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( + ( + ( max ( min ( / v1 16 ) 126 ) 2 ) ( * v2 64 ) ) 61 ) ) 2 ) ( + ( + ( * v3 16 ) ( + ( min ( * v4 2 ) 253 ) ( * v5 64 ) ) ) 10 ) ) ),1/0,true,1,0.000485303,0,0
1376,( == ( + ( * v0 4 ) ( + ( min ( * v1 1000 ) ( - v2 1000 ) ) v3 ) ) ( + ( * v0 4 ) ( + ( min ( * v1 1000 ) ( - v2 1000 ) ) v3 ) ) ),1/0,true,1,0.000462328,0,0
1377,( == ( + ( max ( min ( * ( / v0 8 ) 2 ) 509 ) 10 ) ( * v1 4 ) ) ( + ( max ( min ( * ( / v0 8 ) 2 ) 509 ) 10 ) ( * v1 4 ) ) ),1/0,true,1,0.000448891,0,0
1378,( == ( min ( * v0 16 ) ( + ( / ( - ( * v0 64 ) ( max ( * ( + ( * v0 16 ) v1 ) 4 ) 121 ) ) 4 ) 31 ) ) ( min ( * v0 16 ) ( + ( / ( - ( * v0 64 ) ( max ( * ( + ( * v0 16 ) v1 ) 4 ) 121 ) ) 4 ) 31 ) ) ),1/0,true,1,0.000447273,0,0
1379,( <= ( max 0 ( + ( min ( / ( + ( - ( max ( min v0 60 ) -64 ) ( max ( min v0 124 ) 0 ) ) 33 ) 32 ) ( - ( + 0 ( + ( / v1 32 ) 3 ) ) 1 ) ) 1 ) ) 0 ),1/0,false,(<= 1 (max (- -2 (/ v1 32)) (/ (+ (max 0 (min v0 124)) (- -33 (max (min v0 60) -64))) 32))),2.792339633,-1,0
1380,( == ( min ( max ( max ( - v0 11 ) v1 ) ( + v2 v1 ) ) ( + ( + v3 v0 ) 7 ) ) ( min ( max ( max ( - v0 11 ) v1 ) ( + v2 v1 ) ) ( + ( + v3 v0 ) 7 ) ) ),1/0,true,1,0.00072856,0,0
1610,( == ( * ( / ( * v0 -20 ) 4 ) 4 ) ( * v0 -20 ) ),1/0,false,"(== 0 (""%"" (* -20 v0) 4))",0.009468467,-1,0
1611,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 5 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 5 ) ) ),1/0,true,1,0.000561438,0,0
1612,( == ( - ( - ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 252 ) ) ( + ( + ( min ( * v3 64 ) 188 ) ( / v1 4 ) ) 63 ) ) ( * v3 64 ) ) ( / v1 4 ) ) ( - ( - ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 252 ) ) ( + ( + ( min ( * v3 64 ) 188 ) ( / v1 4 ) ) 63 ) ) ( * v3 64 ) ) ( / v1 4 ) ) ),1/0,true,1,0.000617102,0,0
1994,( == ( min ( * v0 184 ) ( - v1 184 ) ) ( min ( * v0 184 ) ( - v1 184 ) ) ),1/0,true,1,0.000571593,0,0
1995,( == ( / ( + v0 509 ) 504 ) ( / ( + v0 509 ) 504 ) ),1/0,true,1,0.000558872,0,0
2016,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * ( + ( * v0 4 ) 0 ) 4 ) v1 ) 0 ) ( + ( * v0 16 ) v1 ) ) ) ( >= ( + ( + ( * ( + ( * v0 4 ) 3 ) 4 ) v1 ) 3 ) ( + ( + ( * v0 16 ) 15 ) v1 ) ) ) ( <= ( + ( + ( * v2 4 ) v3 ) v4 ) ( + ( + ( * v2 4 ) v3 ) v4 ) ) ) ( >= ( + ( + ( * v2 4 ) v3 ) v4 ) ( + ( + ( * v2 4 ) v3 ) v4 ) ) ) ( <= v5 v5 ) ) ( >= v5 v5 ) ),1/0,true,1,0.010662899,1,0
2017,( == ( + ( * v0 4 ) ( * v1 5 ) ) ( + ( * v0 4 ) ( * v1 5 ) ) ),1/0,true,1,0.000511023,0,0
2018,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 33 ) 16 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 33 ) 16 ) ),1/0,true,1,0.000499744,0,0
2019,( != ( / ( + ( * v0 4 ) 507 ) 502 ) 0 ),1/0,false,(!= (/ (+ (* 4 v0) 507) 502) 0),0.004368308,-1,0
2020,( == 0 ( - ( + 0 ( + ( * ( min ( - ( - ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( * v2 2 ) ) ( max ( min ( / v1 16 ) 126 ) 2 ) ) -1 ) 4 ) 12 ) ) 1 ) ),1/0,false,(== (* -4 (min (max 0 (min (/ (+ (+ v1 v0) 47) 16) 124)) (+ (max 2 (min 126 (/ v1 16))) (- -1 (* -2 v2))))) (+ (min -8 (* (max (/ v1 -16) -126) 4)) (+ 11 (* v2 -8)))),2.701882475,-1,0
2021,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + ( + ( * 1 4 ) v0 ) 3 ) ( + ( + ( * 1 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= v1 ( + 0 v1 ) ) ) ( >= ( + v1 124 ) ( + ( - ( + 125 0 ) 1 ) v1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1/0,true,1,0.000532792,0,0
2022,( <= ( max ( + ( min ( min ( min 1999 1999 ) ( - ( min ( + v1 v2 ) 2000 ) 1 ) ) ( - ( + ( - v3 10 ) 518 ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - v3 10 ) ) ( + 518 ( - v3 10 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - v3 10 ) ) ( + 518 ( - v3 10 ) ) ) ),1/0,false,(<= (min (+ 508 v3) (min (+ v2 v1) 2000)) (min (+ 508 v3) (max (+ -10 v3) (max 0 (max 0 v2))))),2.955570141,-1,0
2152,( == ( min ( + ( max ( min ( * ( + ( min ( * v0 11 ) 53 ) v1 ) 2 ) 499 ) 0 ) ( * ( / ( + v2 26 ) 4 ) 4 ) ) ( + ( max ( min ( * ( + ( min ( * v0 11 ) 53 ) v1 ) 2 ) 477 ) -22 ) 23 ) ) ( min ( + ( max ( min ( * ( + ( min ( * v0 11 ) 53 ) v1 ) 2 ) 499 ) 0 ) ( * ( / ( + v2 26 ) 4 ) 4 ) ) ( + ( max ( min ( * ( + ( min ( * v0 11 ) 53 ) v1 ) 2 ) 477 ) -22 ) 23 ) ) ),1/0,true,1,0.001423764,0,0
2153,( == ( + ( * v0 336 ) ( + ( * v1 672 ) v2 ) ) ( + ( * v0 336 ) ( + ( * v1 672 ) v2 ) ) ),1/0,true,1,0.000605495,0,0
2694,( != ( / ( + v0 130 ) 128 ) 0 ),1/0,false,(!= (/ (+ v0 130) 128) 0),0.005198041,-1,0
2695,( == ( / ( - -165 ( % ( + v0 v1 ) 8 ) ) 8 ) ( - ( + ( / ( - -165 ( % ( + v0 v1 ) 8 ) ) 8 ) ( / ( + ( % ( + v0 v1 ) 8 ) 180 ) 8 ) ) 1 ) ),1/0,false,"(== (/ (+ (""%"" (+ v0 v1) 8) 180) 8) 1)",2.697806381,-1,0
2696,( == ( - v0 20 ) ( - ( + ( - v0 20 ) ( - 24 ( * ( max ( - ( * ( max ( min ( * ( / v1 125 ) 8 ) 125 ) 1 ) 2 ) v2 ) 2 ) 8 ) ) ) 1 ) ),1/0,false,(== (* 8 (min (* 2 (min -1 (max -125 (* 8 (/ v1 -125))))) (- -2 v2))) (- (* -8 v2) (- (- 20 v0) (- -3 v0)))),2.8127892230000002,-1,0
3056,( == ( max ( * ( / v0 4 ) 4 ) ( + ( + ( * ( + ( / v0 4 ) v1 ) 4 ) v2 ) 21 ) ) ( max ( * ( / v0 4 ) 4 ) ( + ( + ( * ( + ( / v0 4 ) v1 ) 4 ) v2 ) 21 ) ) ),1/0,true,1,0.000551349,0,0
3057,( == ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 84 ) ) 1 ) ) ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 84 ) ) 1 ) ) ),1/0,true,1,0.000512553,0,0
3058,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) v0 ) 0 ) ) ) ( >= ( + ( + ( * 3 4 ) v0 ) 3 ) ( + ( + ( * 3 4 ) v0 ) 3 ) ) ) ( <= ( / v1 125 ) ( / ( + ( + ( min ( * 0 8 ) 117 ) 0 ) v1 ) 125 ) ) ) ( >= ( / ( + v1 124 ) 125 ) ( / ( + ( + ( min ( * ( - ( + 16 0 ) 1 ) 8 ) 117 ) ( - ( + 8 0 ) 1 ) ) v1 ) 125 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1/0,true,1,0.633230031,1,0
4218,( <= ( max ( + ( min ( / ( - ( - ( / ( + ( + v3 v4 ) 3 ) 4 ) ( / v4 4 ) ) 31 ) 32 ) ( - ( + 0 ( + ( / v2 32 ) 1 ) ) 1 ) ) 1 ) ( min ( max ( + ( / ( - ( / ( + ( + v3 v4 ) 3 ) 4 ) ( / v4 4 ) ) 32 ) 1 ) 0 ) ( + ( + ( / v2 32 ) 1 ) 0 ) ) ) ( min ( max ( + ( / ( - ( / ( + ( + v3 v4 ) 3 ) 4 ) ( / v4 4 ) ) 32 ) 1 ) 0 ) ( + ( + ( / v2 32 ) 1 ) 0 ) ) ),1/0,false,(<= (max (+ 1 (/ (min (* -1 (* -1 v2)) (+ (/ (+ (+ v3 v4) 3) 4) (+ (/ v4 -4) -31))) 32)) (min (- 1 (/ v2 -32)) (max (+ 1 (/ (- (/ (+ (+ v3 v4) 3) 4) (/ v4 4)) 32)) 0))) (min (- 1 (/ v2 -32)) (max (+ 1 (/ (- (/ (+ (+ v3 v4) 3) 4) (/ v4 4)) 32)) 0))),3.450969235,-1,0
4306,( == ( max ( min ( max ( / ( + ( - v0 v1 ) 3 ) 4 ) 0 ) ( - ( / ( - v2 v1 ) 4 ) 9 ) ) ( - ( / ( - ( min ( + ( + v3 v0 ) 36 ) v2 ) v1 ) 4 ) 9 ) ) ( max ( min ( max ( / ( + ( - v0 v1 ) 3 ) 4 ) 0 ) ( - ( / ( - v2 v1 ) 4 ) 9 ) ) ( - ( / ( - ( min ( + ( + v3 v0 ) 36 ) v2 ) v1 ) 4 ) 9 ) ) ),1/0,true,1,0.000386548,0,0
4858,( == ( + ( * ( - ( / ( - ( + v0 v1 ) 1 ) 250 ) ( / v1 250 ) ) 8 ) 14 ) ( + ( * ( - ( / ( - ( + v0 v1 ) 1 ) 250 ) ( / v1 250 ) ) 8 ) 14 ) ),1/0,true,1,0.000342,0,0
4888,( < ( - ( + ( + ( * v0 2 ) v1 ) v2 ) 1 ) ( - ( + ( + ( * v0 2 ) v1 ) ( + v2 1 ) ) 1 ) ),1/0,true,1,0.590276469,1,0
4889,( == ( + ( * v0 4 ) ( + ( * v1 4 ) v2 ) ) ( + ( * v0 4 ) ( + ( * v1 4 ) v2 ) ) ),1/0,true,1,0.001064446,0,0
5227,( == ( * ( / ( * ( / ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 250 ) 8 ) 8 ) 8 ) ( * ( / ( + ( min ( * v0 125 ) ( - v1 125 ) ) v2 ) 250 ) 8 ) ),1/0,true,1,0.004745079,2,0
5275,( == ( max ( * v0 2 ) ( + ( * ( + ( * v1 3 ) v0 ) 2 ) 1 ) ) ( max ( * v0 2 ) ( + ( * ( + ( * v1 3 ) v0 ) 2 ) 1 ) ) ),1/0,true,1,0.001005404,0,0
5287,( == ( min ( + ( min ( * ( + v0 v1 ) 4 ) 1999 ) ( * ( / ( + v2 7 ) 4 ) 4 ) ) ( + ( max ( * ( + v0 v1 ) 4 ) -3 ) 4 ) ) ( min ( + ( min ( * ( + v0 v1 ) 4 ) 1999 ) ( * ( / ( + v2 7 ) 4 ) 4 ) ) ( + ( max ( * ( + v0 v1 ) 4 ) -3 ) 4 ) ) ),1/0,true,1,0.000996896,0,0
5668,( == ( - ( + ( / v0 4 ) v1 ) ( min ( / v0 4 ) ( + ( + ( min ( - ( / ( - ( + v2 v0 ) 1 ) 4 ) ( * v3 32 ) ) ( + ( / v0 4 ) 31 ) ) ( * v4 -4 ) ) 7 ) ) ) ( - ( + ( / v0 4 ) v1 ) ( min ( / v0 4 ) ( + ( + ( min ( - ( / ( - ( + v2 v0 ) 1 ) 4 ) ( * v3 32 ) ) ( + ( / v0 4 ) 31 ) ) ( * v4 -4 ) ) 7 ) ) ) ),1/0,true,1,0.001037068,0,0
